0	0.279015
1	0.294941
2	0.294905
3	0.411308
4	0.275726
5	0.31039
6	0.373518
7	0.334754
8	0.306017
9	0.288294
10	0.319427
11	0.471236
12	0.267191
13	0.241233
14	0.419116
15	0.252659
16	0.499774
17	0.362836
18	0.293877
19	0.331164
20	0.327657
21	0.341187
22	0.281951
23	0.291843
24	0.307462
25	0.330053
26	0.243345
27	0.361631
28	0.435254
29	0.168327
30	0.178092
31	0.327126
32	0.34462
33	0.299695
34	0.186981
35	0.304604
36	0.321461
37	0.503055
38	0.230693
39	0.323816
40	0.308052
41	0.42515
42	0.325883
43	0.481664
44	0.503168
45	0.400435
46	0.344875
47	0.403243
48	0.344251
49	0.368149
50	0.300044
51	0.34122
52	0.271721
53	0.392195
54	0.499942
55	0.397461
56	0.489429
57	0.444668
58	0.202601
59	0.367475
60	0.407937
61	0.266041
