0	0.109821
1	0.138966
2	0.108288
3	0.353315
4	0.212872
5	0.134765
6	0.142776
7	0.224779
8	0.144419
9	0.145781
10	0.162917
11	0.45005
12	0.164086
13	0.117511
14	0.254752
15	0.119672
16	0.487734
17	0.148959
18	0.140906
19	0.154102
20	0.122402
21	0.113841
22	0.129777
23	0.0773209
24	0.195416
25	0.138708
26	0.149025
27	0.27632
28	0.258068
29	0.0798498
30	0.0818363
31	0.149757
32	0.17563
33	0.202247
34	0.1014
35	0.12767
36	0.0957767
37	0.495344
38	0.0972937
39	0.171416
40	0.165686
41	0.209075
42	0.161838
43	0.458685
44	0.495142
45	0.20782
46	0.139385
47	0.215993
48	0.161421
49	0.297565
50	0.168016
51	0.170614
52	0.139739
53	0.376133
54	0.489916
55	0.226458
56	0.480117
57	0.413355
58	0.082258
59	0.195232
60	0.24204
61	0.172982
