label_zcta label_County Fraction
330 54 1.0
331 54 1.0
332 43 1.0
333 43 1.0
334 43 1.0
335 43 1.0
336 43 1.0
337 43 1.0
338 43 1.0
339 43 1.0
340 43 1.0
341 43 1.0
342 43 1.0
343 43 1.0
344 43 1.0
345 43 1.0
346 43 1.0
347 43 1.0
348 43 1.0
349 43 1.0
350 43 1.0
351 43 1.0
352 43 1.0
353 43 0.9980236719145573
353 54 0.0019763280854425743
354 43 1.0
355 43 1.0
356 43 1.0
357 43 1.0
358 43 1.0
359 43 1.0
360 43 1.0
361 43 1.0
362 43 1.0
363 43 1.0
364 43 1.0
365 43 1.0
366 43 1.0
367 54 0.00037947979469530555
367 43 0.9996205202053047
368 43 0.9976119102468869
368 54 0.0023880897531131516
369 43 1.0
370 43 1.0
371 43 1.0
372 43 0.0034110089822171246
372 54 0.9965889910177829
373 54 1.0
374 54 1.0
375 54 1.0
376 54 1.0
377 3 0.999125034888308
377 43 0.000874965111692079
378 3 1.0
379 3 1.0
380 3 1.0
381 3 1.0
382 3 1.0
383 43 1.0
384 43 1.0
385 3 1.0
386 43 1.0
387 3 1.0
388 3 1.0
389 3 1.0
390 3 1.0
391 3 1.0
392 3 1.0
393 3 1.0
394 3 1.0
395 43 0.00045954469463162136
395 3 0.9995404553053684
396 3 1.0
397 3 1.0
398 3 1.0
399 3 1.0
400 3 1.0
401 3 1.0
402 43 1.0
403 3 1.0
404 43 0.46223250780820946
404 3 0.5377674921917907
405 3 1.0
406 3 1.0
407 3 1.0
408 3 1.0
409 3 1.0
410 3 0.9912449621295059
410 43 0.008755037870494215
411 3 1.0
412 3 0.9997993180166174
412 43 0.00020068198338265195
413 3 1.0
414 3 1.0
415 3 1.0
416 43 1.0
417 3 1.0
418 3 1.0
419 43 1.0
420 3 1.0
421 3 0.00397377755670435
421 43 0.9960262224432958
422 43 1.0
423 3 1.0
424 3 1.0
425 43 1.0
426 3 1.0
427 3 1.0
428 3 1.0
429 3 1.0
430 3 1.0
431 43 1.0
432 3 1.0
433 3 1.0
434 3 1.0
435 3 1.0
436 3 1.0
437 3 1.0
438 3 1.0
439 43 1.0
440 3 1.0
441 3 1.0
442 3 1.0
443 3 1.0
444 3 1.0
445 3 1.0
446 3 0.003750626509547848
446 43 0.9962493734904522
447 3 1.0
448 43 1.0
449 3 1.0
450 3 1.0
451 3 1.0
452 43 0.9985238866755609
452 3 0.0014761133244391277
453 3 1.0
454 43 1.0
455 43 0.9994075073916875
455 3 0.0005924926083124625
456 3 0.0036108834583893825
456 43 0.9963891165416106
457 3 1.0
458 3 1.0
459 3 1.0
460 3 1.0
461 3 1.0
462 3 1.0
463 3 1.0
464 3 1.0
465 3 1.0
466 3 1.0
467 3 1.0
468 3 1.0
469 3 1.0
470 3 1.0
471 3 1.0
472 3 1.0
473 3 1.0
474 3 1.0
475 3 1.0
476 3 1.0
477 3 1.0
478 3 1.0
479 3 1.0
480 3 1.0
481 3 1.0
482 3 1.0
483 3 1.0
484 3 1.0
485 3 1.0
486 3 1.0
487 3 1.0
488 3 1.0
489 3 1.0
490 3 1.0
491 3 1.0
492 3 1.0
493 3 1.0
494 3 1.0
495 3 1.0
496 3 1.0
497 3 1.0
498 3 1.0
499 3 1.0
500 3 1.0
501 14 0.9999997697188971
501 33 2.3028110277179643e-07
502 60 1.0
503 14 0.9998017654679807
503 60 0.00019823453201920607
504 31 0.19242469552511182
504 59 0.10975893592420942
504 42 0.6350235620947844
504 60 0.06279280645589454
505 33 1.0
506 24 1.0
507 55 1.0
508 60 0.02399296666007942
508 59 0.9760070333399207
509 59 1.0
510 55 1.0
511 61 0.25162228923824964
511 14 0.7483777107617504
512 24 1.0
513 31 0.7302648252587417
513 59 0.2697351747412583
514 60 0.10875283948432349
514 59 0.8912471605156765
515 55 0.542319221210893
515 9 0.45768077878910696
516 24 1.0
517 42 0.0008018719619836488
517 61 0.9991981280380164
518 34 0.5043896959447505
518 31 0.4956103040552497
519 55 0.9995441465441833
519 14 0.0004558534558165456
520 61 1.0
521 52 0.2046504366944304
521 61 0.7942904219323589
521 26 0.001059141373210662
522 24 1.0
523 55 1.0
524 14 1.0
525 14 0.0003444426919645736
525 33 0.9996555573080353
526 52 0.011879709705978273
526 61 0.9881202902940218
527 33 0.0039278584376314235
527 24 1.0407383421315148e-06
527 14 0.9928749371137974
527 55 0.0031961637102289643
528 14 0.9736489613280598
528 33 0.02635103867194022
529 59 0.004055564889090214
529 14 0.9957732110169382
529 55 0.00017122409397158153
530 33 1.0
531 55 1.0
532 61 0.1576009907633788
532 14 0.14887223366045063
532 42 0.028011146935904088
532 60 0.6655156286402664
533 14 1.0
534 14 0.0001472270898964971
534 60 0.9998527729101034
535 9 0.8140851522795347
535 55 0.1859148477204653
536 33 1.0
537 14 1.0
538 24 0.9999477004043837
538 55 5.2299595616366803e-05
539 55 1.0
540 24 0.024537915074111297
540 55 0.9754620849258887
541 55 1.0
542 61 0.23915907609454426
542 52 0.7608409239054558
543 14 2.5718969510699624e-05
543 59 0.9999742810304894
544 61 0.2756138094826933
544 60 0.18323332513849924
544 42 0.5411528653788074
545 14 1.0
546 42 0.9536056564367887
546 31 0.04639434356321116
547 42 1.0
548 31 0.4557389697114208
548 42 0.5442610302885792
549 61 1.0
550 42 1.0
551 31 0.0001727025735471055
551 59 0.9998272974264529
552 24 1.0
553 26 0.0003552254228435016
553 33 0.0008633595660200107
553 61 0.9987814150111365
554 55 0.0010789651064176259
554 14 0.9989210348935824
555 31 0.9999427929984384
555 34 5.720700156175921e-05
556 33 0.5367423337603233
556 14 0.46325766623967685
557 14 1.0
558 14 1.0
559 31 0.15321905477120693
559 42 0.25929679393859534
559 59 0.5874841512901976
560 14 0.18342255910870325
560 33 0.8165774408912967
561 55 1.0
562 9 2.449861875341294e-05
562 55 0.9999755013812466
563 61 1.0
564 61 0.7502693226871074
564 52 0.0003523212564806172
564 26 0.24937835605641184
565 9 0.13655494304293442
565 55 0.8634450569570656
566 42 0.08630345063273505
566 31 0.9136965493672649
567 24 1.0
568 34 1.0
569 14 0.9986412570724167
569 59 0.0013587429275832108
570 55 0.0017190744803723661
570 24 0.9982809255196277
571 26 0.0011257647897085176
571 52 0.9988742352102914
572 31 0.9998968325820213
572 34 0.00010316741797874096
573 55 0.03341323392269702
573 59 0.9665867660773029
574 14 0.9205339955761631
574 33 0.07946600442383685
575 59 0.0009759823937332868
575 55 0.9990240176062668
576 14 0.07898433100526767
576 61 0.9210156689947324
577 24 0.00021191636102044434
577 55 0.9997880836389796
578 24 0.003482487623971022
578 33 0.996517512376029
579 24 0.9993204720324934
579 55 0.0006795279675065913
580 24 1.0
581 61 1.0
582 24 0.9967773659131308
582 55 0.0032226340868691276
583 31 0.0808268215718531
583 34 0.63864039728183
583 59 0.280532781146317
584 24 1.0
585 42 0.1522011938036518
585 60 0.8477988061963482
586 55 1.0
587 34 1.0
588 55 1.0
589 33 0.10829612056780386
589 14 0.8917038794321961
590 14 0.001288260965743086
590 55 0.9987117390342569
591 61 3.158407680435609e-05
591 14 0.9999684159231957
592 59 0.9944960667475921
592 14 0.0006837706517226612
592 60 0.00482016260068529
593 61 0.9998562894097652
593 52 0.0001437105902348022
594 60 1.0
595 59 1.0
596 55 1.0
597 9 0.45465881266351843
597 55 0.5450045356348918
597 59 0.00033665170158989733
598 26 0.038848554713875924
598 52 0.961151445286124
599 14 1.3637028337010528e-05
599 55 0.725616913505356
599 24 0.2743692409683106
599 33 2.084979964255552e-07
600 61 0.9829094141768937
600 14 0.007498173590195675
600 60 0.009592412232910701
601 55 0.0006607333528110491
601 14 0.999339266647189
602 14 1.0
603 60 0.0002914698541470654
603 61 0.999576051091794
603 42 0.00013247905405898265
604 14 1.0
605 34 1.0
606 24 1.0
607 42 0.9965128051243413
607 61 0.0034871948756588144
608 26 0.42068629285236764
608 61 0.5793137071476323
609 24 6.06338269409712e-05
609 55 0.999939366173059
610 55 1.0
611 55 0.00021873935850752677
611 9 0.0008506515754022729
611 59 0.99893060906609
612 24 1.0
613 24 0.9997776783072579
613 33 0.0002168256209992203
613 55 5.496071742872373e-06
614 24 1.0
615 61 1.0
616 33 1.0
617 42 1.0
618 14 0.0006761981345116818
618 55 0.9993238018654884
619 59 0.0022103226612394814
619 55 0.9973588808500057
619 14 0.0004307964887549436
620 55 0.001431712481416762
620 14 0.9985682875185833
621 55 0.018941807295965264
621 24 0.9810581927040348
622 55 0.7561792163779505
622 9 0.24382078362204943
623 14 1.0
624 61 1.0
625 14 0.0012299392129858447
625 55 0.0005350511094799481
625 59 0.9982350096775342
626 55 0.0015148653416062231
626 14 0.9984851346583937
627 8 0.0002040984211270013
627 59 7.461706107191945e-08
627 34 0.9997958269618119
628 33 1.0
629 14 1.0
630 61 1.0
631 24 0.9911802678942259
631 55 0.008819732105774145
632 55 1.0
633 61 0.0004647880433716431
633 26 8.610060321682598e-05
633 52 0.9994491113534116
634 55 1.0
635 14 0.9988784847508555
635 55 0.001121515249144491
636 14 1.0
637 14 0.9994333132213241
637 55 0.0005666867786758343
638 14 1.0
639 14 1.0
640 14 0.9967071370175894
640 55 0.0032928629824106053
641 14 1.0
642 14 1.0
643 14 1.0
644 14 1.0
645 14 1.0
646 60 0.915932483597473
646 42 1.9946660275669076e-05
646 59 0.08404756974225126
647 60 0.29468675509744197
647 14 0.705313244902558
648 14 0.3384564741020629
648 60 0.6615435258979372
649 60 1.0
650 14 0.05465509231816866
650 60 0.9453449076818313
651 60 1.0
652 60 1.0
653 59 0.00048727222924216894
653 60 0.8599373211236166
653 14 0.1395754066471412
654 7 1.0
655 7 1.0
656 33 1.0
657 7 0.6200064697793147
657 26 0.3799935302206853
658 33 1.0
659 7 0.9999443490412857
659 33 5.565095871429034e-05
660 33 7.815789271326405e-06
660 7 0.9999921842107288
661 7 1.0
662 7 1.0
663 33 1.0
664 24 1.904439817803161e-05
664 33 0.9990684983950505
664 7 0.0009124572067713458
665 33 0.0019157644215376266
665 7 0.9980842355784624
666 7 1.0
667 33 1.0
668 7 1.0
669 7 1.0
670 26 0.9999754120642322
670 33 2.4587935767732416e-05
671 14 4.750818512818592e-05
671 33 0.9998111575406908
671 61 0.00014133427418098836
672 33 1.0
673 33 1.0
674 33 0.9969787229339754
674 7 0.0030212770660246854
675 7 0.9999777629181705
675 4 2.2237081829511338e-05
676 7 1.0
677 26 0.4143233746915146
677 33 0.5856766253084853
678 33 1.0
679 7 1.0
680 7 1.0
681 26 0.9997875014904535
681 33 0.0002124985095463957
682 7 0.9996771182533717
682 4 0.0003228817466283053
683 33 1.0
684 26 1.0
685 33 1.0
686 7 1.0
687 7 0.8092743889394275
687 26 0.19072561106057245
688 33 1.0
689 7 1.0
690 33 1.0
691 7 1.0
692 33 5.820144470709549e-05
692 7 0.999941798555293
693 7 1.0
694 7 0.00047171760883754453
694 33 0.9995282823911625
695 33 1.0
696 33 1.0
697 7 1.0
698 33 1.0
699 7 0.1394259158621523
699 26 0.8605740841378476
700 7 1.0
701 7 1.0
702 4 0.07237320514771156
702 7 0.9276267948522885
703 26 1.0
704 14 0.015843704990854673
704 33 0.9841562950091454
705 7 1.0
706 7 0.0001561402520596786
706 33 0.9998438597479402
707 7 1.0
708 7 0.7704385867244726
708 26 0.22206944792435065
708 33 0.007491965351176826
709 7 1.0
710 33 0.8537111662195933
710 26 0.1462498835657005
710 61 3.8950214706252545e-05
711 33 0.0345049183501242
711 14 0.6244884657340225
711 61 0.34100661591585335
712 33 1.0
713 7 1.0
714 7 1.0
715 33 1.0
716 26 1.0
717 7 1.0
718 33 0.001913976473701115
718 7 0.9980860235262989
719 33 0.48406390014777045
719 7 0.5159360998522297
720 7 1.0
721 33 1.0
722 7 0.7178756250193205
722 4 0.2821243749806795
723 7 1.0
724 33 1.0
725 7 1.0
726 7 1.0
727 7 1.0
728 33 4.079921111695675e-05
728 7 0.999959200788883
729 7 1.0
730 33 0.9999966574588678
730 7 3.3425411322379408e-06
731 7 1.0
732 7 1.0
733 7 0.9999962399373162
733 33 3.7600626837751055e-06
734 61 8.7748951171024e-05
734 33 0.999912251048829
735 7 1.0
736 27 1.0
737 24 1.0
738 24 1.0
739 27 1.0
740 27 1.0
741 53 0.0018094142724013479
741 27 0.9981905857275987
742 27 1.0
743 24 1.0
744 27 1.0
745 7 1.0
746 24 1.0
747 24 1.0
748 49 1.0
749 49 1.0
750 24 1.0
751 27 1.0
752 24 1.0
753 53 0.000868606494787314
753 27 0.9991313935052127
754 7 1.0
755 27 0.0003582638658174923
755 24 0.9996321004730598
755 33 9.63566112270202e-06
756 27 1.0
757 7 1.0
758 24 1.0
759 24 1.0
760 27 0.8508615006277863
760 53 0.14913849937221374
761 27 0.926154351407418
761 53 0.0738456485925819
762 24 1.0
763 27 1.0
764 27 1.0
765 49 0.09096993233735526
765 7 0.9090300676626448
766 49 1.0
767 27 1.0
768 27 0.7789543733460474
768 24 0.22104562665395247
769 7 1.0
770 7 1.0
771 49 1.0
772 49 0.9998486240885613
772 7 0.00015137591143869725
773 49 1.0
774 7 1.0
775 53 0.9942491837981554
775 27 0.005750816201844656
776 53 0.0003609707600589939
776 27 0.999639029239941
777 24 1.0
778 4 0.09547810555045932
778 7 0.5544426686570071
778 49 0.3500792257925337
779 24 0.3363661599886307
779 27 0.6636338400113694
780 27 1.0
781 27 1.0
782 24 0.14987867218689976
782 27 0.8501213278131003
783 27 1.0
784 27 1.0
785 49 1.0
786 49 1.0
787 27 1.0
788 27 1.0
789 27 1.0
790 53 0.01695983725727543
790 27 0.9830401627427245
791 24 0.43727068562629823
791 27 0.5627293143737018
792 27 1.0
793 49 0.9976491443377412
793 7 0.0023508556622588578
794 7 0.8520743034023548
794 49 0.14792569659764512
795 27 1.0
796 27 1.0
797 27 1.0
798 27 1.0
799 27 1.0
800 27 1.0
801 4 1.0
802 4 1.0
803 4 1.0
804 49 0.2970874367265892
804 4 0.7029125632734108
805 4 0.9999144817449062
805 7 1.5385928038952088e-06
805 49 8.397966228998261e-05
806 4 1.0
807 4 1.0
808 4 0.17233758120468298
808 7 0.827662418795317
809 4 1.0
810 4 0.17086957246137063
810 49 0.8291304275386294
811 4 1.0
812 4 1.0
813 4 1.0
814 4 1.0
815 49 0.0004261423937060392
815 4 0.9995738576062939
816 4 1.0
817 7 0.6067061196048122
817 4 0.39329388039518776
818 4 1.0
819 4 1.0
820 4 1.0
821 4 1.0
822 4 0.0005846992514211448
822 49 0.9994153007485789
823 4 1.0
824 4 1.0
825 4 1.0
826 4 1.0
827 4 1.0
828 4 1.0
829 4 1.0
830 26 0.008402635012123768
830 4 0.7039750370555025
830 7 0.28762232793237386
831 4 1.0
832 4 0.19925488797299665
832 26 0.8007451120270034
833 4 1.0
834 4 0.9992782554467505
834 7 0.0007217445532494559
835 4 1.0
836 4 1.0
837 4 1.0
838 4 1.0
839 4 1.0
840 4 1.0
841 4 1.0
842 49 1.0
843 4 1.0
844 26 0.6073665524926821
844 4 0.39263344750731805
845 4 0.999986303359266
845 49 1.369664073399403e-05
846 4 1.0
847 4 1.0
848 49 0.9272950044948028
848 4 0.07270499550519716
849 4 1.0
850 4 1.0
851 4 1.0
852 4 0.8200244613979107
852 49 0.17997553860208934
853 4 1.0
854 4 1.0
855 4 0.9935181911043474
855 7 0.006481808895652567
856 7 0.0006574322011591955
856 4 0.9993425677988409
857 4 0.9999696761681476
857 7 3.0323831852366823e-05
858 4 1.0
859 4 1.0
860 59 0.0024259966868420595
860 8 0.9975740033131579
861 8 0.008885395819724471
861 59 0.9864100210339077
861 9 0.004704583146367801
862 9 0.004588857542046195
862 59 0.0028719336724339975
862 8 0.9925392087855199
863 29 0.00480379636508976
863 8 0.9951962036349103
864 9 1.0
865 34 1.3280064685365996e-05
865 8 0.9999867199353147
866 8 1.0
867 34 0.9984635178280398
867 29 0.0015364821719602432
868 8 1.0
869 8 1.0
870 9 1.0
871 8 1.0
872 9 1.0
873 9 1.0
874 8 0.0006753014291299531
874 59 0.99932469857087
875 9 1.0
876 8 1.0
877 8 3.9339373382559494e-05
877 9 0.9999606606266175
878 8 0.0011161809008336672
878 9 0.7587502840110871
878 59 0.24013353508807908
879 59 0.9997836933393467
879 8 6.233937459857041e-05
879 9 0.00015396728605469114
880 9 1.0
881 59 1.0
882 9 0.999716676147335
882 59 0.0002833238526650149
883 59 0.9911671556313841
883 8 0.008803164775420357
883 34 2.9679593195404396e-05
884 29 0.028174335952024523
884 8 0.9718256640479755
885 9 1.0
886 9 1.0
887 59 0.0005651117654137288
887 8 0.00035647978920252493
887 9 0.9990784084453836
888 8 0.0007456496041616165
888 9 0.9992543503958384
889 8 5.620228307391405e-05
889 29 0.00018143057997513622
889 34 0.9997623671369509
890 8 1.0
891 8 0.013460825667233813
891 9 0.9865391743327662
892 8 1.0
893 8 0.9994149896860627
893 59 0.000585010313937222
894 29 0.00028707453641643716
894 58 0.10316729447347489
894 35 5.8637093148842834e-05
894 30 0.00013351091091820034
894 34 0.8963534829860417
895 9 1.0
896 59 1.0
897 8 0.0010296763794921558
897 34 0.0006825275642702588
897 29 0.9982877960562376
898 29 0.9991036313384718
898 34 0.0008963686615281478
899 8 0.992453612979879
899 29 0.007546387020120898
900 29 1.0
901 34 0.002204898099729401
901 8 0.9977951019002707
902 8 0.0281666450462667
902 29 0.9718333549537332
903 29 1.0
904 59 1.0
905 8 1.0
906 9 0.9996909060511728
906 8 0.00030909394882705596
907 8 1.0
908 59 1.0
909 34 1.0
910 9 1.0
911 59 1.0
912 8 0.015384696198948531
912 29 0.9846153038010514
913 9 0.002401983173114141
913 59 0.997598016826886
914 29 1.0
915 9 1.0
916 8 1.0
917 34 3.086408144245374e-05
917 8 0.9949663741978753
917 59 0.005002761720682261
918 9 0.00015085739732355796
918 8 0.0004576886996995782
918 29 0.9993914539029768
919 59 1.0
920 8 1.0
921 8 1.0
922 9 1.0
923 23 1.0
924 23 1.0
925 23 1.0
926 23 0.9571690210775811
926 29 0.04283097892241894
927 30 0.008117188918091158
927 29 0.22454340930913647
927 23 0.7673394017727724
928 29 0.4775175273530107
928 30 0.5224824726469893
929 58 0.10688667250879029
929 30 0.8931133274912098
930 58 5.8273000727570886e-05
930 30 0.9999417269992724
931 30 1.0
932 23 1.0
933 23 1.0
934 30 0.9593249515369807
934 23 0.04067504846301925
935 23 1.0
936 58 1.0
937 30 4.5448049115810556e-05
937 23 0.9999545519508841
938 23 0.9911876298379825
938 29 0.008812370162017425
939 30 1.0
940 35 1.3398013885056453e-05
940 58 0.9999866019861149
941 29 1.0
942 23 1.0
943 58 0.028148675390221693
943 30 0.9718513246097784
944 29 1.0
945 23 1.0
946 23 0.9999999971537455
946 30 2.8462544968005952e-09
947 23 1.0
948 29 1.0
949 30 1.0
950 30 1.0
951 29 0.9998653145928055
951 23 0.0001346854071946003
952 29 1.0
953 29 1.0
954 29 0.8498695945218677
954 23 0.1501304054781322
955 30 1.0
956 29 0.9995878342004727
956 30 0.0004121657995272535
957 29 1.0
958 23 1.0
959 30 1.0
960 23 0.9809049609420303
960 30 0.019095039057969578
961 29 1.0
962 58 0.0007985682995975692
962 30 0.9992014317004024
963 23 1.0
964 23 1.0
965 29 1.0
966 29 1.0
967 23 1.0
968 29 1.0
969 58 1.0
970 30 1.0
971 58 0.9997988163682185
971 30 0.00020118363178146334
972 23 0.0005622579609611084
972 30 0.9994377420390388
973 30 1.0
974 29 0.005604625480017813
974 23 0.9943953745199822
975 30 0.0007905484227284873
975 58 0.9992094515772715
976 29 1.0
977 29 1.0
978 30 1.0
979 29 0.999714071224512
979 30 0.0002859287754880819
980 23 1.0
981 23 1.0
982 58 0.15731031925541564
982 30 0.8426896807445843
983 23 0.948659541885456
983 30 0.05134045811454407
984 29 0.2476643198596324
984 30 0.7523356801403677
985 23 1.0
986 30 0.6992195229692754
