zcta area pop
1272 0.98 399.0
1273 43.35 882.0
1274 39.11 266.0
1275 49.6 3181.0
1276 36.75 3329.0
1277 102.27 16452.0
1278 72.68 430.0
1279 124.7 602.0
1280 34.9 2249.0
1281 0.57 126.0
1282 1.05 160.0
1283 159.51 16646.0
1284 0.2 93.0
1285 0.79 211.0
1286 62.48 1853.0
1287 35.14 1244.0
1288 33.8 897.0
1289 31.35 877.0
1290 157.89 1131.0
1291 20.14 2272.0
1292 134.42 479.0
1293 51.64 846.0
1294 72.22 3176.0
1295 0.27 27.0
1296 19.36 503.0
1297 22.35 1507.0
1298 17.0 134.0
1299 1.86 87.0
1300 65.52 2281.0
1301 49.03 2805.0
1302 89.64 1162.0
1303 32.95 8153.0
1304 90.73 5216.0
1305 36.22 2287.0
1306 60.66 2338.0
1307 40.27 953.0
1308 39.57 554.0
1309 58.72 3806.0
1310 11.59 1137.0
1311 27.73 2539.0
1312 13.24 3800.0
1313 26.92 1092.0
1314 1.97 189.0
1315 48.52 782.0
1316 93.72 5848.0
1317 79.6 3310.0
1318 57.5 1228.0
1319 45.88 613.0
1320 37.2 1045.0
1321 49.18 44264.0
1322 2.84 201.0
1323 53.09 1631.0
1324 5.69 513.0
1325 6.02 727.0
1326 96.87 5948.0
1327 22.15 1045.0
1328 36.71 755.0
1329 114.28 2670.0
1330 0.47 172.0
1331 15.51 464.0
1332 63.64 3629.0
1333 35.32 991.0
1334 28.96 19104.0
1335 0.72 105.0
1336 20.35 3800.0
1337 22.31 1236.0
1338 33.3 2250.0
1339 68.55 1398.0
1340 10.06 718.0
1341 89.7 3975.0
1342 15.2 391.0
1343 3.1 205.0
1344 23.81 1199.0
1345 36.8 1771.0
1346 30.08 1517.0
1347 40.03 1149.0
1348 63.43 4354.0
1349 31.57 2348.0
1350 27.86 977.0
1351 107.25 13999.0
1352 107.3 22455.0
1353 56.54 3442.0
1354 0.84 58.0
1355 91.51 11759.0
1356 110.49 5042.0
1357 27.73 709.0
1358 35.73 4255.0
1359 0.35 118.0
1360 42.21 1511.0
1361 10.3 4409.0
1362 39.75 1405.0
1363 11.91 529.0
1364 12.49 695.0
1365 54.42 1888.0
1366 23.99 724.0
1367 0.39 83.0
1368 8.13 305.0
1369 3.26 67.0
1370 66.23 4551.0
1371 51.15 22004.0
1372 185.09 6596.0
1373 0.48 182.0
1374 0.92 94.0
1375 4.41 432.0
1376 56.5 4189.0
1377 15.2 688.0
1378 26.65 1149.0
1379 110.32 6371.0
1380 23.22 19773.0
1381 0.71 6177.0
1382 39.61 18763.0
1383 23.2 9579.0
1384 27.05 28026.0
1385 65.92 9464.0
1386 47.91 12704.0
1387 33.42 1986.0
1388 25.87 9858.0
1389 24.45 1467.0
1390 74.09 5672.0
1391 66.8 9822.0
1392 32.17 2362.0
1393 40.5 1751.0
1394 69.11 23306.0
1395 63.18 1688.0
1396 22.33 3039.0
1397 0.75 674.0
1398 13.54 1595.0
1399 19.87 1807.0
1400 18.72 9392.0
1401 23.21 7989.0
1402 17.29 2219.0
1403 25.7 2742.0
1404 0.23 125.0
1405 54.17 5201.0
1406 17.31 1166.0
1407 1.87 101.0
1408 29.23 2217.0
1409 2.27 237.0
1410 45.65 3969.0
1411 8.69 24742.0
1412 13.14 6440.0
1413 23.3 15072.0
1414 16.34 19533.0
1415 61.97 17329.0
1416 24.86 1344.0
1417 32.34 1405.0
1418 48.16 8116.0
1419 39.85 2285.0
1420 26.93 8933.0
1421 17.74 443.0
1422 0.96 349.0
1423 72.34 3329.0
1424 50.42 14870.0
1425 37.29 1896.0
1426 40.4 1318.0
1427 49.5 5040.0
1428 3.46 7150.0
1429 8.52 844.0
1430 51.11 6732.0
1431 28.27 20374.0
1432 39.52 41937.0
1433 52.88 4330.0
1434 35.17 3095.0
1435 9.93 426.0
1436 6.97 7353.0
1437 33.87 31847.0
1438 21.26 1079.0
1439 19.71 11086.0
1440 121.93 50666.0
1441 46.06 2958.0
1442 42.43 1905.0
1443 3.81 1281.0
1444 79.95 11183.0
1445 47.1 4566.0
1446 27.09 5882.0
1447 0.47 1117.0
1448 36.07 3352.0
1449 0.04 85.0
1450 17.02 703.0
1451 32.9 45100.0
1452 35.12 3782.0
1453 0.57 588.0
1454 41.13 29961.0
1455 30.9 1591.0
1456 1.09 265.0
1457 42.25 5283.0
1458 28.08 6218.0
1459 0.85 104.0
1460 1.03 119.0
1461 23.15 5033.0
1462 46.86 2018.0
1463 23.86 2125.0
1464 70.51 7728.0
1465 14.46 1214.0
1466 28.13 1618.0
1467 14.94 41676.0
1468 37.67 1663.0
1469 0.04 36.0
1470 0.31 151.0
1471 12.33 2286.0
1472 51.0 2077.0
1473 24.63 3200.0
1474 0.58 396.0
1475 24.43 5794.0
1476 1.03 11549.0
1477 0.83 3911.0
1478 2.64 1618.0
1479 1.8 8691.0
1480 4.85 20751.0
1481 3.9 23552.0
1482 1.38 11125.0
1483 0.91 7926.0
1484 3.21 14694.0
1485 4.04 22611.0
1486 1.91 10641.0
1487 2.26 24465.0
1488 2.86 19775.0
1489 4.92 39999.0
1490 2.78 22431.0
1491 3.21 23480.0
1492 8.2 19039.0
1493 7.03 11536.0
1494 3.8 24227.0
1495 22.99 53555.0
1496 1.28 14046.0
1497 3.43 22665.0
1498 20.26 39889.0
1499 11.83 33385.0
1500 6.91 29267.0
1501 8.64 23426.0
1502 15.86 20857.0
1503 1.16 5713.0
1504 1.67 12817.0
1505 0.01 107.0
1506 2.46 5981.0
1507 22.19 30389.0
1508 8.21 16898.0
1509 113.28 14491.0
1510 39.3 7142.0
1511 1.45 132.0
1512 37.23 3817.0
1513 37.36 1325.0
1514 60.57 20467.0
1515 34.02 2468.0
1516 50.48 4799.0
1517 127.16 27007.0
1518 18.68 10717.0
1519 30.21 1964.0
1520 51.13 8096.0
1521 38.64 5726.0
1522 66.17 4629.0
1523 36.64 2941.0
1524 124.1 11415.0
1525 0.35 325.0
1526 1.9 8019.0
1527 31.83 41104.0
1528 50.62 11073.0
1529 78.01 20087.0
1530 11.98 655.0
1531 30.65 7524.0
1532 17.22 1719.0
1533 10.77 9105.0
1534 53.08 17813.0
1535 65.96 6220.0
1536 64.11 8016.0
1537 27.13 2672.0
1538 43.71 8598.0
1539 1.53 234.0
1540 24.79 2288.0
1541 26.18 1732.0
1542 11.7 1595.0
1543 1.48 275.0
1544 1.29 833.0
1545 23.77 1820.0
1546 58.51 8275.0
1547 35.35 4267.0
1548 5.63 308.0
1549 33.4 6025.0
1550 67.65 7192.0
1551 37.3 10691.0
1552 1.14 1701.0
1553 39.6 5393.0
1554 2.88 1325.0
1555 32.72 1351.0
1556 69.92 4895.0
1557 2.31 497.0
1558 102.76 4721.0
1559 46.9 13976.0
1560 3.75 6389.0
1561 28.33 2365.0
1562 34.14 2883.0
1563 40.79 11581.0
1564 37.8 2761.0
1565 46.81 9565.0
1566 45.61 2865.0
1567 16.73 19804.0
1568 135.43 12820.0
1569 0.39 67.0
1570 49.3 5575.0
1571 40.64 4431.0
1572 32.14 2000.0
1573 32.33 31426.0
1574 18.22 687.0
1575 0.34 207.0
1576 0.21 242.0
1577 49.22 4129.0
1578 1.85 97.0
1579 25.17 3152.0
1580 28.23 2101.0
1581 1.44 173.0
1582 34.16 4695.0
1583 30.08 4249.0
1584 0.11 91.0
1585 20.0 1537.0
1586 43.69 5651.0
1587 3.14 974.0
1588 42.52 18057.0
1589 38.84 2164.0
1590 51.88 3086.0
1591 42.1 14487.0
1592 23.74 6048.0
1593 76.29 6211.0
1594 18.36 1176.0
1595 74.73 5081.0
1596 42.6 50587.0
1597 4.08 236.0
1598 0.05 120.0
1599 11.15 10256.0
1600 0.24 749.0
1601 43.81 7854.0
1602 67.53 5446.0
1603 40.41 1748.0
1604 0.17 110.0
1605 0.37 1743.0
1606 1.81 12610.0
1607 9.72 28255.0
1608 1.68 16223.0
1609 1.74 12268.0
1610 7.25 42571.0
1611 4.35 14233.0
1612 2.89 17396.0
1613 17.08 34515.0
1614 1.83 14730.0
1615 0.24 1224.0
1616 5.79 16099.0
1617 5.94 28534.0
1618 7.68 22789.0
1619 9.66 22920.0
1620 1.46 14749.0
1621 4.48 25141.0
1622 4.12 33802.0
1623 4.61 12108.0
1624 19.08 27173.0
1625 27.93 36296.0
1626 7.64 10387.0
1627 13.62 30041.0
1628 0.15 2320.0
1629 92.38 40730.0
1630 78.78 6356.0
1631 1.99 239.0
1632 10.5 183.0
1633 50.57 1535.0
1634 48.36 3540.0
1635 39.98 1766.0
1636 26.03 3342.0
1637 18.17 487.0
1638 43.43 2747.0
1639 12.4 3104.0
1640 27.27 636.0
1641 32.98 2163.0
1642 94.33 3497.0
1643 0.25 675.0
1644 3.73 230.0
1645 0.33 153.0
1646 43.24 1295.0
1647 74.3 2540.0
1648 40.67 2156.0
1649 108.7 5450.0
1650 26.8 1031.0
1651 35.27 948.0
1652 45.81 1576.0
1653 2.24 211.0
1654 27.72 3833.0
1655 82.87 2751.0
1656 5.23 282.0
1657 110.24 4252.0
1658 65.81 3651.0
1659 79.15 2903.0
1660 26.05 1431.0
1661 61.58 1873.0
1662 0.22 314.0
1663 43.45 1783.0
1664 17.43 2094.0
1665 43.53 2289.0
1666 17.9 746.0
1667 11.1 4426.0
1668 0.25 169.0
1669 55.02 1166.0
1670 16.61 667.0
1671 75.4 2916.0
1672 0.14 110.0
1673 46.19 3487.0
1674 63.45 18775.0
1675 53.35 2088.0
1676 9.12 919.0
1677 29.61 2963.0
1678 73.86 4255.0
1679 0.18 151.0
1680 54.04 2537.0
1681 14.35 667.0
1682 0.42 1453.0
1683 112.7 6932.0
1684 72.61 2225.0
1685 54.95 2401.0
1686 24.92 320.0
1687 28.95 1033.0
1688 42.01 5121.0
1689 0.21 163.0
1690 108.65 5475.0
1691 1.04 4135.0
1692 24.92 1174.0
1693 55.88 1479.0
1694 27.66 1100.0
1695 68.73 2269.0
1696 67.65 3076.0
1697 3.37 591.0
1698 55.73 2552.0
1699 120.79 12356.0
1700 77.54 3478.0
1701 60.81 2520.0
1702 8.61 1931.0
1703 17.31 946.0
1704 3.85 520.0
1705 40.29 2380.0
1706 37.3 1745.0
1707 41.26 733.0
1708 30.74 784.0
1709 54.26 3314.0
1710 49.46 1169.0
1711 77.55 3754.0
1712 22.67 678.0
1713 16.87 919.0
1714 60.83 2216.0
1715 0.09 191.0
1716 89.87 19850.0
1717 29.97 1009.0
1718 79.68 5648.0
1719 36.03 1956.0
1720 44.05 793.0
1721 58.85 3061.0
1722 19.6 915.0
1723 16.73 938.0
1724 100.57 13043.0
1725 79.83 20453.0
1726 34.16 792.0
1727 38.97 2398.0
1728 125.96 63886.0
1729 0.24 2755.0
1730 0.02 37.0
1731 28.01 956.0
1732 0.38 215.0
1733 36.12 1598.0
1734 31.16 1029.0
1735 20.99 1039.0
1736 34.22 1404.0
1737 12.45 1307.0
1738 19.94 2607.0
1739 67.07 5569.0
1740 20.16 1378.0
1741 61.3 9821.0
1742 57.17 5456.0
1743 6.43 605.0
1744 73.89 2448.0
1745 2.32 250.0
1746 42.29 401.0
1747 16.04 781.0
1748 43.12 2398.0
1749 55.07 1668.0
1750 1.23 192.0
1751 33.23 3826.0
1752 72.19 4136.0
1753 19.16 273.0
1754 42.04 873.0
1755 77.61 6753.0
1756 44.95 1590.0
1757 52.17 4149.0
1758 42.88 8189.0
1759 0.02 6.0
1760 11.28 1454.0
1761 113.57 9616.0
1762 25.53 980.0
1763 58.38 1734.0
1764 37.37 16736.0
1765 20.86 7567.0
1766 5.62 16269.0
1767 4.17 9070.0
