label_zcta label_subcounty Fraction
149 992 0.005646228893079768
149 875 0.5066568649595926
149 418 0.04309080620315633
149 264 0.21341887155507472
149 928 0.23118722838909667
150 875 0.003606585683185606
150 2 0.0011450527263010349
150 928 0.9952483615905134
151 876 0.008772706389654732
151 928 0.9755045903312665
151 2 0.015722703279078706
152 928 0.041482214236055116
152 876 0.958517785763945
153 876 0.012198517439132974
153 59 0.9878014825608671
154 876 0.00044223625358131495
154 59 0.9995577637464187
155 59 0.9965711753919066
155 24 0.0034287756708148796
155 806 4.893727842524992e-08
156 806 1.5626404918917614e-09
156 59 0.9999999984373595
157 59 0.016289091864675156
157 876 0.9837109081353248
158 688 0.46062784505234367
158 59 0.5393721549476563
159 24 0.01852442019632142
159 59 0.4430697941054998
159 688 0.538154791706543
159 768 0.0002509939916358262
160 688 0.9961945689840915
160 768 0.0038054310159085906
161 688 4.414284479539527e-05
161 876 0.0008099403564973616
161 59 0.9991459167987071
162 954 0.006575014157100414
162 688 0.00038363260596573285
162 24 1.6921591358650698e-10
162 887 0.0014243475349981667
162 768 0.9916170055327197
163 768 0.010201707380279075
163 24 0.004193429079086712
163 887 0.9856048626303303
163 806 9.103038055004113e-10
164 2 1.8576584204477893e-07
164 768 0.986755338267659
164 688 0.009676587321608865
164 954 0.003567888644889934
165 887 0.0019103582286720293
165 768 0.9980896417713279
166 91 1.0
167 692 4.4154089252673376e-09
167 276 0.9999999955845911
168 466 0.9999999989434466
168 315 1.0565534556983522e-09
169 709 0.9999999999397543
169 877 6.024569892449935e-11
170 487 1.0
171 721 0.001046432375203667
171 120 3.740564131784383e-11
171 877 0.967080990013711
171 709 0.03187257735222576
171 349 2.2145399324268868e-10
172 692 1.0
173 709 0.3069100268700828
173 721 0.013462267586237007
173 732 0.0013674770316053641
173 877 7.892210893481843e-11
173 526 0.003008774383898358
173 777 0.6752514540492542
174 487 0.09410073227031075
174 349 0.9058992677296892
175 505 1.5684180165272276e-10
175 315 0.9999999998431582
176 526 0.7789413084599711
176 721 0.22105869153969238
176 777 3.363766700428183e-13
177 503 2.924898346406559e-10
177 166 0.9999999997075101
178 503 1.0813939998656673e-09
178 505 0.99999999496475
178 315 3.9538560746315045e-09
179 709 2.1697134670506918e-11
179 349 0.0023954681449092252
179 877 0.0262382989658706
179 526 0.06840043834622724
179 721 0.9029657930735826
179 777 1.3582858160373769e-10
179 800 1.311884713757554e-09
180 526 1.0
181 276 2.4476592008694987e-09
181 692 0.8362918290785659
181 732 0.16370816847377484
182 315 8.527814736913905e-09
182 505 0.9999999914721852
183 166 1.0
184 709 2.0001168556061233e-07
184 692 0.8724076487140058
184 215 0.12759215124606924
184 732 2.8239498351487213e-11
185 91 1.0
186 349 0.9999999893015082
186 152 1.0698491757420682e-08
187 800 7.70640824382968e-09
187 566 0.9999999922935917
188 309 0.0483416206032958
188 241 0.08963700684702705
188 721 0.014792079945180921
188 152 0.19243215109647213
188 800 0.14150563589117418
188 349 0.4202997432992848
188 566 0.012156980668965499
188 247 0.08083478164859967
189 487 0.10591597569758004
189 822 0.0034000395579487186
189 349 0.8453104736277938
189 877 0.045373511113444696
189 721 3.2326483719681418e-12
190 276 5.879798881476536e-10
190 709 0.26213298736930635
190 526 0.1212622130632012
190 777 0.06590500742107706
190 732 0.5175372594430832
190 692 0.03316253211535231
191 91 1.0
192 692 4.2754748006547e-09
192 215 0.9999999957245252
193 315 0.9616315894393298
193 466 0.034934002417174814
193 91 0.003434408143495369
194 91 0.08568653227638898
194 315 0.9143134664119904
194 505 1.3116206238881233e-09
195 526 1.1725493095203427e-09
195 800 0.7458526108977525
195 721 0.2541473869739219
195 247 3.824505092596617e-11
195 566 7.733458733466609e-10
195 349 1.4418524864177756e-10
196 466 0.5346819728215028
196 315 0.4653180271784973
197 466 1.0
198 38 4.335335142243456e-09
198 241 9.070815652258668e-10
198 152 0.9999999942992154
198 309 4.583677736689982e-10
199 466 1.0
200 91 0.04214674410530691
200 315 0.0010334079321704418
200 466 0.9568198479625226
201 466 1.0
202 800 6.000053930854645e-10
202 526 0.9999968243453402
202 566 3.1750546543914926e-06
203 505 0.47217400402528376
203 91 0.5278259947323283
203 315 1.2423880242776644e-09
204 566 1.7574463677505524e-09
204 800 0.9999999982425537
205 276 4.266486796525403e-09
205 505 0.1795751796625622
205 91 0.8204248160709509
206 692 8.771154391504607e-11
206 732 1.6576830268536633e-09
206 276 0.9999999982546055
207 466 1.0
208 315 0.02597619767252588
208 91 0.974023802154141
208 466 1.7333313975260503e-10
209 526 1.0
210 276 1.19166031602208e-09
210 505 0.3136180046664813
210 503 0.6863819941418582
211 466 1.0
212 505 0.9999946649288443
212 503 5.33507115571423e-06
213 487 0.9999999925445877
213 309 7.455412216697677e-09
214 692 6.067131091089326e-12
214 503 0.9999999985219336
214 166 1.4719992195437947e-09
215 732 3.803129031025279e-10
215 526 0.32962637668954603
215 505 6.344793821333606e-13
215 276 0.6703736225755468
215 91 3.5395971136688793e-10
216 566 0.9999999959278426
216 526 4.072157397611099e-09
217 315 0.9999999997485953
217 466 2.514046220583926e-10
218 526 0.9955762931492569
218 777 0.0044237068507430935
219 877 0.05212104954945538
219 120 0.16546194414557144
219 709 0.7824170063049731
220 505 0.9999999923144139
220 503 7.685585977565863e-09
221 315 0.9438166176924435
221 466 0.05618338230755653
222 166 1.0
223 800 1.1206287697607607e-09
223 241 0.03585247676821147
223 526 7.985587904958516e-10
223 566 0.9641475213126011
224 25 0.12001361537366427
224 223 0.11378366844873165
224 971 0.7662027161776042
225 25 0.007494344031886968
225 971 0.992505655968113
226 25 0.9999999985554535
226 223 1.444546549257795e-09
227 25 0.9999999935851992
227 223 6.4148008583353014e-09
228 971 1.0
229 25 3.956875953380658e-11
229 223 0.9999999999604313
230 25 8.316546972121996e-09
230 223 0.999999991683453
231 223 1.0
232 223 1.0
233 223 1.0
234 25 0.034486179739136674
234 971 0.08611071598441851
234 223 0.8794031042764447
235 223 0.9999999957762974
235 25 4.223702622183321e-09
236 689 2.5124479816063448e-11
236 223 0.9999999999748754
237 971 0.9999789789478909
237 25 2.102105210912154e-05
238 294 2.9207005730709774e-09
238 25 0.9999999941384776
238 963 2.9408218789512697e-09
239 963 9.056692237903296e-09
239 25 0.9999999909433078
240 25 1.0
241 25 1.0
242 963 1.6872872187810893e-09
242 25 0.9999999983127128
243 25 0.9999999916456157
243 963 8.354384271333328e-09
244 963 5.751159579625771e-05
244 25 0.9999424884042037
245 294 0.9999999886162216
245 963 1.1383778491602797e-08
246 294 1.0
247 294 1.0
248 963 2.2872180739216352e-17
248 294 1.0
249 294 1.0
250 294 0.9999999979390966
250 25 2.060903523175087e-09
251 294 0.9999999932174428
251 25 6.782557185524917e-09
252 294 1.0
253 294 1.0
254 25 9.986022150436335e-08
254 294 0.9999979961343266
254 963 1.9040054519617367e-06
255 294 1.0
256 294 1.0
257 294 1.0
258 294 1.0
259 294 1.0
260 294 1.0
261 294 1.0
262 294 1.0
263 294 1.0
264 294 1.0
265 25 4.782762513466307e-09
265 963 4.30476961379929e-09
265 294 0.999999990912468
266 294 1.0
267 294 1.0
268 294 1.0
269 294 1.0
270 294 1.0
271 294 1.0
272 294 1.0
273 963 4.005433462346808e-09
273 294 0.9999999959945666
274 294 1.0
275 294 1.0
276 294 1.0
277 294 1.0
278 294 1.0
279 25 1.4714660002462698e-08
279 294 0.9999999852853401
280 294 1.0
281 294 1.0
282 25 1.0
283 25 1.0
284 25 1.0
285 25 1.0
286 25 1.0
287 25 1.0
288 25 1.0
289 25 1.0
290 223 0.004192935090386458
290 25 0.9958070649096135
291 25 0.9979030148590797
291 223 0.002096985140920276
292 25 1.0
293 25 1.0
294 25 1.0
295 25 1.0
296 25 1.0
297 25 1.0
298 806 0.43452489221465046
298 25 0.5654751077853496
299 25 1.0
300 25 1.0
301 25 1.0
302 25 1.0
303 25 1.0
304 25 1.0
305 25 0.9999999987427174
305 294 1.2572826091541775e-09
306 25 1.0
307 25 0.9992694233460938
307 294 0.0007305766539062993
308 971 4.815294122299847e-09
308 25 0.9999999951847058
309 25 1.0
310 25 1.0
311 25 0.9999999961589034
311 294 3.841096678477955e-09
312 25 1.0
313 294 1.862376733514621e-09
313 25 0.9999999981376232
314 294 6.053463847848507e-10
314 25 0.9999999993946536
315 25 1.0
316 25 1.0
317 25 1.0
318 294 2.811350331683948e-07
318 25 0.9999997188649669
319 971 0.0003751257703434965
319 25 0.9996248742296565
320 25 1.0
321 25 0.9987156711196031
321 971 0.0012843288803968767
322 25 1.0
323 25 0.9999999999880406
323 971 1.1959455426729904e-11
324 25 0.9999999961055367
324 971 3.894463287321508e-09
325 25 0.9999999998801565
325 971 1.1984356136859215e-10
326 25 1.0
327 25 1.0
328 25 1.0
329 25 1.0
330 25 1.0
331 25 1.0
332 971 0.0708003280593189
332 223 0.9291996719406811
333 223 1.0
334 25 2.9019225532759084e-09
334 971 0.9999999970980774
335 971 1.0
336 971 6.335351081241765e-09
336 223 0.999999993664649
337 971 1.0
338 971 1.0
339 971 1.0
340 971 0.9998975010655118
340 223 0.00010249893448818876
341 541 0.9772880576340189
341 689 0.022711942365981116
342 689 0.9999999410041805
342 541 5.887987248887697e-08
342 223 1.1594698095027818e-10
343 223 0.25074887373878935
343 689 0.7492511262612107
344 223 0.20292606758908097
344 689 0.797073932410919
345 971 1.0
346 971 1.0
347 971 1.0
348 971 1.0
349 971 0.9999999996044681
349 223 3.955320150463894e-10
350 971 1.0
351 971 1.0
352 971 0.9999999981143585
352 474 1.8856415640540453e-09
353 971 0.999457520146963
353 25 0.0005424791946513794
353 474 6.583856057612794e-10
354 689 0.9806710126221281
354 541 0.019328987377871986
355 474 0.5926599101480988
355 971 0.4073400898519012
356 971 1.0
357 971 1.0
358 971 1.0
359 223 0.6241116392533866
359 689 0.37588836074661347
360 971 1.0
361 971 1.0
362 971 1.0
363 971 1.0
364 223 0.957175457262084
364 689 0.042824542737916055
365 223 1.0
366 689 0.9999999939786355
366 541 6.021364547764859e-09
367 971 0.9996135915282146
367 25 0.00038640847178536927
368 971 0.9994951055384524
368 25 0.0005048944615475529
369 689 0.07153288852669028
369 971 0.35446483094246484
369 223 0.5740022805308449
370 223 1.0
371 971 1.0
372 971 0.0037231978932026283
372 25 0.9962768021067974
373 25 1.0
374 25 1.0
375 25 1.0
376 25 1.0
377 753 0.9999996511477874
377 689 3.4885221261839105e-07
378 753 0.8892793953690313
378 324 0.11072060463096864
379 753 0.99999999896092
379 324 1.0390800013381136e-09
380 324 1.2455100107814153e-10
380 753 0.999999999875449
381 324 0.9999999933419764
381 666 6.658023639857418e-09
382 324 0.9671746387928615
382 666 0.0328253609714
382 753 2.357383525433624e-10
383 689 1.0
384 971 1.0
385 666 1.0
386 689 0.8802394548738168
386 971 0.11976054512618306
387 324 0.040640840594979875
387 666 0.95935915940502
388 324 1.0
389 324 0.999999998823321
389 0 8.610946816435777e-10
389 864 1.3296687199581481e-10
389 753 1.826174479309301e-10
390 324 1.0
391 666 1.0
392 666 1.0
393 864 1.0
394 324 1.0
395 689 2.8248794055107456e-09
395 864 0.9999999971751206
396 324 6.418528000183096e-10
396 0 0.7950930518991708
396 864 0.20490694745897647
397 753 1.0
398 666 1.0
399 753 0.9766375571945564
399 864 0.019178662293239005
399 324 0.004183780512204629
400 666 0.02266788602290053
400 324 0.9773321139770995
401 864 0.9999999986540067
401 0 1.3459932556220706e-09
402 689 1.0
403 666 0.9999999988407048
403 0 1.1592951154919692e-09
404 689 0.4626643042721889
404 753 0.5372020574914517
404 864 0.00013363823635955248
405 666 1.0
406 324 1.0
407 864 1.0
408 666 0.18122707065236485
408 324 0.8187729293476351
409 666 0.8403242092136298
409 324 0.1596757907863702
410 689 0.00019938850906082826
410 864 0.9998006114909392
411 0 1.8651316228789865e-10
411 324 0.00011171111637928541
411 864 0.9956313413891772
411 753 0.004256947307930306
412 689 9.352929012350648e-08
412 864 0.9999999052687715
412 753 1.2019384501946164e-09
413 324 1.0
414 324 1.0
415 324 1.0
416 223 4.276492544322485e-11
416 689 0.9999999999572351
417 864 4.956656869125513e-10
417 0 0.9999999995043344
418 0 0.058678587763930576
418 666 0.9413214122360695
419 689 0.0016475621753286019
419 971 0.9983524378246713
420 753 1.0
421 971 1.0532658085407512e-09
421 689 0.9960501443591089
421 753 0.00394985458762547
422 689 1.0
423 666 1.0
424 666 1.0
425 689 1.0
426 666 1.0
427 324 0.005384634280973631
427 666 4.663149548174162e-10
427 0 0.9946153652527114
428 864 0.7949144971193606
428 0 0.2050855028806395
429 666 1.8356480740717098e-09
429 324 0.999999998164352
430 666 0.06082121960229213
430 324 0.9391787803977079
431 689 1.0
432 666 0.9940157144723231
432 324 0.005984285527676936
433 666 1.0
434 666 1.0
435 666 1.0
436 324 0.6325897450530031
436 0 0.002205523655925907
436 666 0.36520473129107095
437 666 0.0032220936145232865
437 0 0.9967779063854767
438 324 0.8790775674205391
438 666 0.12092243257946093
439 971 0.9330665814659861
439 689 0.06693341853401387
440 666 1.0
441 666 0.9999999999944108
441 57 5.589193682624144e-12
442 324 1.9945145828469462e-10
442 0 0.9999999998005485
443 324 0.5830842475316428
443 0 0.41691575246835716
444 666 1.0
445 0 0.0472676657069256
445 666 0.9527323342930744
446 864 6.862503959916357e-10
446 689 0.9999999993137495
447 666 0.12441248247095527
447 57 0.8755875175290447
448 689 2.6488323801030792e-11
448 971 0.9999999999735117
449 666 1.0
450 324 0.9999999970837105
450 753 2.916289544564191e-09
451 324 0.9999999954172833
451 666 4.582716629426179e-09
452 689 0.9987475768598986
452 864 0.0012524231401013371
453 864 1.5507933572304114e-06
453 753 0.9999984492066427
454 689 0.9940868466203664
454 971 2.8401713607258456e-09
454 223 0.005913150539462389
455 689 0.999999998821787
455 864 1.1782129572940302e-09
456 864 1.859487478770827e-09
456 689 0.9999999981405125
457 666 0.004202347681941149
457 214 0.43868304127350705
457 707 4.873874942546808e-10
457 57 0.5571146105571644
458 614 1.0
459 57 1.0
460 214 1.0
461 666 0.19792945242454293
461 214 4.2982994140552683e-08
461 57 0.802070504592463
462 666 1.0
463 707 1.0
464 401 5.9604005668160084e-08
464 214 2.1551004623066278e-07
464 614 0.999999724885948
465 401 2.0611240629267146e-09
465 707 0.999999997938876
466 666 0.9999999999348211
466 214 6.517895589954984e-11
467 214 0.39119030572299807
467 666 0.608809694277002
468 214 1.0
469 401 3.3893848780005894e-10
469 707 0.9999999996610615
470 214 1.0
471 57 0.9999999957058747
471 707 4.29412531218591e-09
472 57 0.24066142592972803
472 707 0.759338574070272
473 57 0.162544536691592
473 666 0.837455463308408
474 666 0.9601149006362396
474 644 0.039885099363760355
475 666 0.9999999998439917
475 644 1.5600823376512702e-10
476 57 2.214871130407817e-12
476 707 0.9999999999977851
477 666 1.0
478 614 1.0
479 666 0.9999999999807101
479 644 1.928985805631934e-11
480 707 1.0
481 401 1.1286871330596833e-10
481 707 0.9999999998871313
482 707 1.0
483 214 1.0
484 214 1.0
485 57 4.766523217139684e-10
485 666 0.9999999995233477
486 214 0.9994051545627963
486 614 0.0005948454372036298
487 614 0.08661327019461999
487 401 0.003169090840696988
487 214 0.910217638964683
488 707 3.9437298504450176e-10
488 401 0.9734919107049382
488 614 3.0320799319670335e-09
488 214 0.02650808586860871
489 614 5.11257941682963e-10
489 707 6.365058742982977e-09
489 401 0.9999999931236834
490 666 1.0
491 498 0.041113007142720925
491 214 0.9588869928572791
492 57 1.0
493 707 1.0
494 214 0.9999999314394774
494 666 6.856052273369512e-08
495 666 1.0
496 614 0.999653296474592
496 214 0.00034670352540788556
497 214 1.0
498 214 1.0
499 214 0.9709565338732354
499 666 0.0290434661267646
500 666 1.0
501 440 0.9999999999904026
501 177 9.59754733681413e-12
502 464 3.4279638158937745e-10
502 508 1.0619105201853804e-08
502 848 1.8258360182483564e-09
502 856 0.9999999872122625
503 330 0.011556748796722634
503 471 0.6210912892489618
503 860 0.3189348670999148
503 66 0.0484170944960477
503 778 7.157307620355011e-11
503 743 2.867800655254294e-10
504 52 1.0166859390521055e-10
504 888 0.06974236761978655
504 552 0.03577627684800055
504 450 0.12200420947503833
504 413 0.01675257621522907
504 710 0.16247492130961033
504 700 0.04691932403185172
504 640 0.07397973742752556
504 510 0.33944299261943994
504 578 0.04810426419888734
504 778 2.1872764842640805e-10
504 856 0.062476892239541594
504 42 0.02232643769469276
505 150 0.0037113876677143972
505 948 0.13190443312545994
505 209 0.8643841792068258
506 859 2.721960004102687e-10
506 783 0.07763142703449953
506 455 0.9223685726933045
507 716 5.548005838197613e-10
507 379 0.20535307135280376
507 957 0.3407058574420229
507 994 0.3685214695006832
507 222 0.0011044629275084763
507 966 0.0843151381505209
507 243 7.16602292574588e-11
508 640 0.3262242848059956
508 694 0.1003244117173668
508 920 0.28744098752324154
508 848 0.2621583437191756
508 856 0.02385197223422054
509 552 0.06622086155528134
509 678 2.313252721803433e-10
509 715 0.01609447097020719
509 711 1.5448635561642228e-10
509 70 0.3265304728514632
509 694 0.30115433066125796
509 920 0.20261231004608568
509 640 0.08738755352989298
510 258 7.499615450417856e-10
510 243 0.9999999992500385
511 330 0.5211165416566829
511 803 0.17005155633461158
511 41 0.08134150327764832
511 295 0.025843157794585774
511 198 0.029056595617184922
511 860 0.17259064531928642
512 731 0.9999999986365182
512 478 1.36348176685192e-09
513 42 0.031704805276729746
513 552 0.09960402397745625
513 578 0.6906119301371645
513 551 0.007707107548732499
513 348 4.4216133094393975e-11
513 130 0.17037213301570092
514 640 0.15392784074700022
514 920 0.7379726442843854
514 856 0.10809951496861447
515 530 0.052339304611680154
515 470 0.4062647148698138
515 201 0.02003876432810705
515 513 0.13952692528786234
515 751 0.3818302909025366
516 783 0.8253622810793576
516 455 9.405245123206253e-12
516 478 0.1746377189112371
517 736 2.0875601450595114e-09
517 238 0.9999999979124399
518 849 2.83726361170666e-10
518 602 0.49517038130051255
518 457 4.786938435173193e-11
518 489 1.2383240279980667e-09
518 697 0.5048296171050946
518 49 2.447305529566597e-11
519 222 0.9997099718364864
519 396 9.315824230685535e-10
519 27 0.0002900268874822851
519 440 3.444490176958648e-10
520 238 0.22985591010950282
520 197 0.09910844836339655
520 229 0.6710356415271006
521 857 0.20577243946210397
521 974 1.1495260546075789e-09
521 949 4.4165262544930277e-10
521 334 0.7942275589467174
522 455 0.48497785793712306
522 783 2.338115498323516e-10
522 731 0.30078033285068967
522 1006 0.21424180885294708
522 204 1.2542881474622882e-10
523 243 1.0
524 66 1.0
525 948 0.2586410117887381
525 295 4.878516130152701e-10
525 749 0.4388149250503355
525 440 1.1123341698365958e-09
525 177 0.3025440615607407
526 312 0.011691350159954832
526 995 1.296463770870691e-10
526 235 0.022228326558500367
526 647 0.48240403844345814
526 701 1.0500955337434925e-10
526 238 0.1841837500196571
526 41 2.6940335169399666e-12
526 271 0.29949253458107944
527 222 4.090919221764531e-09
527 440 0.9999999957967484
527 177 1.1233241790793395e-10
528 66 4.3457322971294284e-10
528 295 7.754995727179591e-11
528 440 0.9736207961677789
528 177 0.02637920332009806
529 199 2.510281415073983e-09
529 90 1.6237149415861373e-09
529 467 0.4129194416685905
529 807 0.5870805503520997
529 217 3.5147770165016783e-09
529 219 3.3053647100169444e-10
530 948 0.9100077304882767
530 209 3.4790575144880476e-10
530 177 0.08999226916381757
531 716 0.9285847495859594
531 237 0.07141524954197404
531 258 1.2354226645723843e-10
531 957 5.348139161967399e-10
531 243 2.1371037441801523e-10
532 803 0.11083600597863913
532 860 0.14926449672659947
532 229 1.0245507268232645e-10
532 413 1.5081789446542254e-10
532 510 0.027827073714104575
532 197 0.04751539636523171
532 743 6.253316428654209e-11
532 778 0.6645570268996192
533 827 3.459158572900605e-08
533 66 0.33599098309847586
533 396 0.6640089823099383
534 743 0.3971974934429961
534 860 1.348909627146012e-10
534 778 0.6028025049580297
534 734 7.363506197812604e-14
534 471 1.4640097291782858e-09
535 513 0.18794228403578245
535 530 0.7831937721716038
535 751 2.0064952866531893e-10
535 470 0.028863943591964234
536 209 0.0025706541643033005
536 447 0.27260277372522335
536 749 1.2594212281101432e-09
536 177 0.16439810348116246
536 948 0.5604284673698896
537 860 0.14543273868574447
537 330 0.8545672605982451
537 66 5.710861824038627e-10
537 295 1.449243152856582e-10
538 731 0.1238140118312185
538 478 0.34037907521077804
538 966 6.219336211238296e-11
538 783 0.5315587850869907
538 455 0.004248122583483926
538 379 5.2253356242322535e-09
539 27 0.5921002293501214
539 222 0.3144581690797541
539 659 2.6657357592043506e-11
