0	0	0.00091862
0	1	0.00517263
0	2	0.000871941
0	3	0.00103523
0	4	0.00149317
0	5	0.000862584
0	6	0.00137585
0	7	0.00262399
0	8	0.000979679
0	9	0.0014845
0	10	0.000952382
0	11	0.00140383
0	12	0.00121319
0	13	0.000931791
0	14	0.00150029
0	15	0.00104416
0	16	0.00107241
0	17	0.000902166
0	18	0.0014297
0	19	0.00134143
0	20	0.00143728
0	21	0.00154638
0	22	0.000906162
0	23	0.168492
0	24	0.00210345
0	25	0.00102841
0	26	0.00130611
0	27	0.00087124
1	0	0.00398293
1	1	0.00823694
1	2	8.86482e-15
1	3	0.00409954
1	4	0.00455748
1	5	0.0039269
1	6	0.00444016
1	7	0.0056883
1	8	2.86568e-15
1	9	0.00454881
1	10	0.00401669
1	11	0.00446814
1	12	0.0042775
1	13	0.0039961
1	14	0.0045646
1	15	5.47399e-15
1	16	0.00413672
1	17	9.23264e-15
1	18	0.00449401
1	19	0.00440574
1	20	0.00450159
1	21	0.00461069
1	22	0.00397047
1	23	0.171556
1	24	0.00516776
1	25	0.00409272
1	26	0.00437042
1	27	0.00393555
2	0	2.91284e-16
2	1	0.00493198
2	2	0.000631294
2	3	0.000794579
2	4	0.00125253
2	5	0.000621937
2	6	0.0011352
2	7	0.00238335
2	8	1.05134e-14
2	9	0.00124385
2	10	0.000711736
2	11	0.00116318
2	12	0.000972546
2	13	0.000691145
2	14	0.00125964
2	15	0.000803513
2	16	0.00083176
2	17	8.94088e-15
2	18	0.00118906
2	19	0.00110078
2	20	0.00119663
2	21	0.00130573
2	22	0.000665516
2	23	0.168251
2	24	0.0018628
2	25	0.000787761
2	26	0.00106546
2	27	0.000630594
3	0	0.00123888
3	1	0.00549288
3	2	0.0011922
3	3	0.00135548
3	4	0.00181343
3	5	0.00118284
3	6	0.00169611
3	7	0.00294425
3	8	3.21905e-15
3	9	0.00180475
3	10	0.00127264
3	11	0.00172409
3	12	0.00153345
3	13	0.00125205
3	14	0.00182054
3	15	0.00136442
3	16	0.00139266
3	17	0.00122242
3	18	0.00174996
3	19	0.00166168
3	20	0.00175754
3	21	0.00186664
3	22	0.00122642
3	23	0.168812
3	24	0.00242371
3	25	0.00134866
3	26	0.00162637
3	27	0.0011915
4	0	0.00155567
4	1	0.00580968
4	2	0.00150899
4	3	0.00167228
