0	4.0889999999999995
1	7.541
2	25.928
3	8.579
4	23.846999999999998
5	190.91
6	94.899
7	67.311
8	5.641
9	12.659
10	0.185
11	16.094
12	5.4
13	18.889
14	61.271
15	0.051
16	31.205
17	19.102999999999998
18	58.928999999999995
19	0.36
20	8.874
21	169.761
22	2.6189999999999998
23	73.183
24	31.769000000000002
25	0.631
26	0.052000000000000005
27	9.899
28	0.066
29	9.642999999999999
30	72.529
31	21.783
32	32.975
33	19.01
34	84.77799999999999
35	19.082
36	8.837
37	11.859000000000002
38	7.803
39	1.703
40	44.104
41	7.004
42	26.432
43	4.497
44	37.584
45	0.685
46	57.821000000000005
47	18.46
48	22.185
49	116.439
50	187.05
51	12.789000000000001
52	1.817
53	23.633000000000003
54	5.098
55	9.345
56	13.068
57	7.542999999999999
58	26.389
59	18.608
