56 2980
16 36 42
16 37 133
16 38 7
16 39 87
16 40 30
16 41 11
16 42 6
16 43 78
16 44 88
16 45 745
16 46 124
16 47 76
16 48 62
16 49 14
16 50 5
16 51 520
16 52 11
16 54 116
16 55 6
17 0 36
17 1 116
17 2 63
17 3 326
17 4 120
17 5 282
17 6 57
17 7 269
17 8 37
17 9 218
17 10 211
17 11 77
17 12 22
17 13 1
17 14 2
17 15 684
17 16 938
17 18 276
17 19 506
17 20 186
17 21 151
17 22 5395
17 23 79
17 24 333
17 25 206
17 26 416
17 27 1864
17 28 266
17 29 304
17 30 99
17 31 10
17 32 232
17 33 68
17 34 113
17 35 41
17 36 64
17 37 217
17 38 4
17 39 154
17 40 64
17 41 16
17 42 9
17 43 129
17 44 146
17 45 944
17 46 220
17 47 151
17 48 89
17 49 12
17 50 9
17 51 903
17 52 9
17 53 2
17 54 205
17 55 8
18 0 54
18 1 147
18 2 31
18 3 324
18 4 118
18 5 399
18 6 41
18 7 264
18 8 19
18 9 147
18 10 208
18 11 143
18 12 26
18 13 2
18 14 2
18 15 826
18 16 539
18 17 588
18 19 427
18 20 141
18 21 99
18 22 3244
18 23 159
18 24 98
18 25 302
18 26 183
18 27 725
18 28 262
18 29 488
18 30 174
18 31 6
18 32 156
18 33 58
18 34 97
18 35 29
18 36 38
18 37 111
18 38 5
18 39 87
18 40 41
18 41 47
18 42 8
18 43 62
18 44 75
18 45 774
18 46 113
18 47 63
18 48 49
18 49 17
18 50 4
18 51 668
18 52 6
18 53 1
18 54 107
18 55 13
19 0 15
19 1 65
19 2 17
19 3 142
19 4 58
19 5 350
19 6 42
19 7 374
19 8 9
19 9 56
19 10 121
19 11 88
19 12 21
19 14 2
19 15 517
19 16 367
19 17 331
19 18 188
19 20 136
19 21 134
19 22 1332
19 23 61
19 24 61
19 25 207
19 26 136
19 27 367
19 28 123
19 29 139
19 30 59
19 31 5
19 32 136
19 33 49
19 34 80
19 35 18
19 36 27
19 37 63
19 38 1
19 39 60
19 40 18
19 41 12
19 42 3
19 43 39
19 44 65
19 45 696
19 46 85
19 47 56
19 48 69
19 49 11
19 50 3
19 51 280
19 52 3
19 54 59
19 55 5
20 0 26
20 1 70
20 2 24
20 3 197
20 4 59
20 5 387
20 6 66
20 7 351
20 8 11
20 9 97
20 10 112
20 11 113
20 12 34
20 13 1
20 14 3
20 15 590
20 16 651
20 17 698
20 18 235
20 19 512
20 21 248
20 22 2436
20 23 135
20 24 171
20 25 264
20 26 344
20 27 837
20 28 183
20 29 229
20 30 98
20 31 3
20 32 249
20 33 108
20 34 141
20 35 61
20 36 77
20 37 221
20 38 9
20 39 114
20 40 40
20 41 13
20 42 10
20 43 143
20 44 192
20 45 954
20 46 177
20 47 106
20 48 121
20 49 11
20 50 7
20 51 442
20 52 4
20 53 5
20 54 63
20 55 11
21 0 37
21 1 142
21 2 46
21 3 345
21 4 145
21 5 903
21 6 190
21 7 863
21 8 27
21 9 212
21 10 310
21 11 277
21 12 72
21 13 3
21 14 11
21 15 1041
21 16 1169
21 17 1128
21 18 410
21 19 1108
21 20 462
21 22 4256
21 23 162
21 24 334
21 25 507
21 26 627
21 27 1435
21 28 346
21 29 453
21 30 140
21 31 21
21 32 857
21 33 296
21 34 464
21 35 149
21 36 216
21 37 396
21 38 15
21 39 215
21 40 64
21 41 20
21 42 26
21 43 376
21 44 359
21 45 1937
21 46 318
21 47 232
21 48 405
21 49 24
21 50 12
21 51 826
21 52 17
21 53 5
21 54 153
21 55 28
22 0 4
22 1 18
22 2 14
22 3 64
22 4 20
22 5 52
22 6 5
22 7 34
22 8 2
22 9 29
22 10 39
22 11 14
22 12 6
22 14 1
22 15 152
22 16 127
22 17 128
22 18 79
22 19 97
22 20 25
22 21 25
22 23 15
22 24 31
22 25 31
22 26 50
22 27 176
22 28 51
22 29 69
22 30 10
22 31 2
22 32 40
22 33 6
22 34 16
22 35 1
22 36 10
22 37 23
22 38 1
22 39 24
22 40 10
22 41 5
22 42 1
22 43 9
22 44 21
22 45 107
22 46 17
22 47 19
22 48 7
22 51 200
22 52 4
22 54 19
23 0 103
23 1 376
23 2 61
