63	3551
0	0	1533
0	1	49
0	2	4
0	3	20
0	4	11
0	5	105
0	6	1888
0	7	377
0	8	337
0	9	42
0	10	134
0	11	2
0	12	602
0	13	917
0	14	69
0	15	15
0	16	40
0	17	483
0	18	11
0	19	76
0	20	784
0	21	476
0	22	119
0	23	20
0	24	611
0	25	283
0	26	600
0	27	730
0	28	505
0	29	195
0	30	249
0	31	332
0	32	3239
0	33	325
0	35	69
0	36	47
0	37	71
0	38	2
0	39	240
0	40	128
0	41	818
0	43	157
0	44	193
0	45	206
0	46	1908
0	47	343
0	48	87
0	49	2
0	50	182
0	51	1391
0	52	4
0	53	894
0	54	2
0	55	20
0	56	822
0	57	168
0	58	813
0	59	251
0	60	116
1	0	336
1	1	1239
1	2	12
1	3	41
1	4	16
1	5	805
1	6	4986
1	7	1032
1	8	811
1	9	115
1	10	431
1	12	144
1	13	1795
1	14	8
1	15	10
1	16	196
1	17	1301
1	18	8
1	19	72
1	20	1710
1	21	1065
1	22	159
1	23	105
1	24	369
1	25	88
1	26	208
1	27	307
1	28	276
1	29	824
1	30	681
1	31	1059
1	32	7515
1	33	231
1	35	243
1	36	90
1	37	378
1	38	2
1	39	126
1	40	925
1	41	1293
1	42	16
1	43	221
1	44	417
1	45	1499
1	46	2840
1	47	2024
1	48	142
1	50	373
1	51	2295
1	52	59
1	53	504
1	54	4
1	55	72
1	56	1551
1	57	233
1	58	1179
1	59	1016
1	60	233
1	61	2
2	0	470
2	1	89
2	2	174
2	3	16
2	4	3
2	5	170
2	6	2592
2	7	311
2	8	570
2	9	59
2	10	333
2	12	316
2	13	888
2	14	21
2	15	4
2	16	38
2	17	840
2	18	8
2	19	62
2	20	1249
2	21	608
2	22	94
2	23	16
2	24	406
2	25	94
2	26	601
2	27	900
2	28	359
2	29	213
2	30	233
2	31	434
2	32	5581
2	33	203
2	35	87
2	36	82
2	37	66
2	38	24
2	39	140
2	40	162
2	41	837
2	42	9
2	43	157
2	44	510
2	45	248
2	46	1594
2	47	444
2	48	84
2	50	167
2	51	1921
2	52	9
2	53	503
2	54	11
2	55	119
2	56	1054
2	57	167
2	58	717
2	59	384
2	60	92
2	61	13
3	0	24
3	1	8
3	2	8
3	3	32
3	5	8
3	6	40
3	7	48
3	8	8
3	12	32
3	13	32
3	15	8
3	16	8
3	17	89
3	20	24
3	21	24
3	27	8
3	28	8
3	29	32
3	30	40
3	32	89
3	36	8
3	37	16
3	40	8
3	41	16
3	45	40
3	46	32
3	47	8
3	48	16
3	50	8
3	51	16
3	52	8
3	53	32
3	56	8
3	57	16
3	58	8
3	60	32
4	0	8
4	1	4
4	3	12
4	4	79
4	5	8
4	6	79
4	7	79
4	8	8
4	9	4
4	10	12
4	12	4
4	13	12
4	14	4
4	16	4
4	17	12
4	19	8
4	20	8
4	21	4
4	22	20
4	24	8
4	25	4
4	26	4
4	27	4
4	29	12
4	30	149
4	31	4
4	32	33
4	33	8
4	36	12
4	40	8
4	41	49
4	42	4
4	43	4
4	44	12
4	45	45
4	46	79
4	47	20
4	48	4
4	50	8
4	51	20
4	53	24
4	55	4
4	56	41
4	58	33
4	59	16
4	60	12
5	0	312
5	1	424
5	2	17
5	3	41
5	4	11
5	5	3352
5	6	3280
5	7	721
5	8	688
5	9	61
5	10	374
5	11	2
5	12	182
5	13	1183
5	14	17
5	15	8
5	16	572
5	17	895
5	18	8
5	19	105
5	20	794
5	21	1361
5	22	209
5	23	61
5	24	391
5	25	160
5	26	288
5	27	616
5	28	303
5	29	503
5	30	451
5	31	1458
5	32	2987
5	33	160
5	35	503
5	36	85
5	37	264
5	38	6
5	39	156
5	40	1357
5	41	1091
5	42	11
5	43	204
5	44	297
5	45	734
5	46	3161
5	47	2202
5	48	165
5	49	4
5	50	224
5	51	2351
5	52	57
5	53	479
5	54	4
5	55	81
5	56	1049
5	57	202
5	58	1080
5	59	968
5	60	231
5	61	6
6	0	350
6	1	312
6	2	16
6	3	19
6	4	2
6	5	491
6	6	8049
6	7	603
6	8	1088
6	9	62
6	10	663
6	11	4
6	12	188
6	13	1410
6	14	26
6	15	21
6	16	126
6	17	1351
6	18	4
6	19	81
6	20	2069
6	21	833
6	22	226
6	23	76
6	24	451
6	25	88
6	26	319
6	27	656
6	28	475
6	29	742
6	30	649
6	31	861
6	32	10329
6	33	236
6	35	229
6	36	69
6	37	257
6	38	4
6	39	164
6	40	520
6	41	1043
6	42	7
6	43	264
6	44	522
6	45	1124
6	46	1857
6	47	1155
6	48	164
6	50	353
6	51	2914
6	52	52
6	53	797
6	54	14
6	55	93
6	56	1905
6	57	202
6	58	1444
6	59	1176
6	60	205
6	61	2
6	62	2
7	0	424
7	1	641
7	2	18
7	3	40
7	4	12
7	5	359
7	6	3365
7	7	4846
7	8	759
7	9	238
7	10	288
7	11	3
7	12	362
7	13	2748
7	14	12
7	15	71
7	16	105
7	17	2633
7	18	46
7	19	291
7	20	1354
7	21	588
7	22	672
7	23	96
7	24	663
7	25	229
7	26	275
7	27	430
7	28	418
7	29	1022
7	30	1874
7	31	542
7	32	7836
7	33	396
7	35	164
7	36	77
7	37	560
7	38	9
7	39	328
7	40	520
7	41	1636
7	42	24
7	43	613
7	44	467
7	45	948
7	46	2609
7	47	1010
7	48	393
7	49	6
7	50	644
7	51	2745
7	52	105
7	53	991
7	54	65
7	55	65
7	56	1787
7	57	381
7	58	1862
7	59	951
7	60	1270
7	61	18
8	0	619
8	1	311
8	2	35
8	3	35
8	4	13
8	5	655
8	6	6676
8	7	723
8	8	2330
8	9	62
8	10	1375
8	11	1
8	12	384
8	13	1575
8	14	35
8	15	7
8	16	196
8	17	1738
8	18	7
8	19	117
8	20	2089
8	21	1997
8	22	219
8	23	47
8	24	616
8	25	137
8	26	531
8	27	1069
8	28	500
8	29	547
8	30	525
8	31	1475
8	32	9637
8	33	282
8	35	359
8	36	211
8	37	206
8	38	7
8	39	168
8	40	608
8	41	1626
8	42	13
8	43	302
8	44	767
8	45	790
8	46	3433
8	47	1443
8	48	115
8	50	264
8	51	3635
8	52	13
8	53	731
8	54	9
8	55	255
8	56	1846
8	57	239
8	58	1410
8	59	1033
8	60	207
8	61	11
8	62	1
9	0	302
9	1	96
9	2	15
9	3	201
9	4	19
9	5	120
9	6	1449
9	7	1129
9	8	280
9	9	538
9	10	76
9	11	2
9	12	297
9	13	1203
9	14	19
9	15	8
9	16	19
9	17	869
9	18	4
9	19	229
9	20	558
9	21	183
9	22	282
9	23	45
9	24	615
9	25	142
9	26	161
9	27	293
9	28	172
9	29	299
9	30	755
9	31	256
9	32	2188
9	33	172
9	35	45
9	36	19
9	37	91
9	38	2
9	39	172
9	40	148
9	41	1024
9	42	43
9	43	223
9	44	129
9	45	249
9	46	2186
9	47	343
9	48	229
9	49	4
9	50	172
9	51	982
9	52	17
9	53	383
9	54	2
9	55	30
9	56	547
9	57	426
9	58	757
9	59	245
9	60	332
9	61	2
9	62	6
10	0	379
10	1	153
10	2	21
10	3	21
10	4	12
10	5	472
10	6	3924
10	7	388
10	8	1123
10	9	49
10	10	1372
10	12	256
10	13	1114
10	14	25
10	15	9
10	16	137
10	17	1076
10	18	12
10	19	80
10	20	1299
10	21	1761
10	22	131
10	23	36
10	24	357
10	25	98
10	26	416
10	27	553
10	28	351
10	29	340
10	30	351
10	31	1068
10	32	6010
10	33	207
10	35	295
10	36	128
10	37	142
10	38	9
10	39	161
10	40	379
10	41	988
10	42	10
10	43	170
10	44	423
10	45	526
10	46	2009
10	47	991
10	48	93
10	49	1
10	50	186
10	51	2104
10	52	34
10	53	535
10	55	278
10	56	1090
10	57	177
10	58	852
10	59	678
10	60	111
11	0	1
11	4	1
11	5	1
11	6	9
11	8	3
11	10	3
11	11	1
11	13	3
11	17	5
11	21	1
11	26	1
11	28	7
11	29	1
11	31	11
11	32	16
11	36	5
11	41	3
11	43	1
11	45	3
11	47	1
11	51	9
11	53	1
11	58	1
11	59	1
12	0	926
12	1	69
12	2	10
12	3	32
12	4	4
12	5	63
12	6	1424
12	7	328
12	8	215
12	9	36
12	10	87
12	12	991
12	13	700
12	14	32
12	15	13
12	16	36
12	17	417
12	18	6
12	19	50
12	20	491
12	21	311
12	22	104
12	23	6
12	24	665
12	25	398
12	26	300
12	27	406
12	28	306
12	29	163
12	30	256
12	31	230
12	32	2151
12	33	376
12	35	54
12	36	39
12	37	73
12	38	2
12	39	147
12	40	100
12	41	798
12	42	6
12	43	152
12	44	119
12	45	176
12	46	1707
12	47	261
12	48	58
12	50	141
12	51	1057
12	52	8
12	53	682
12	55	21
12	56	498
12	57	219
12	58	554
12	59	145
12	60	67
12	62	2
13	0	344
13	1	298
13	2	23
13	3	33
13	4	6
13	5	358
13	6	3488
13	7	2281
13	8	686
13	9	89
13	10	341
13	11	3
13	12	232
13	13	4656
13	14	16
13	15	46
13	16	122
13	17	1525
13	18	16
13	19	126
13	20	1439
13	21	454
13	22	437
13	23	122
13	24	447
13	25	142
13	26	285
13	27	467
13	28	341
13	29	1164
13	30	1183
13	31	623
13	32	7209
13	33	331
13	35	122
13	36	82
13	37	646
13	38	9
13	39	252
13	40	577
13	41	1303
13	42	13
13	43	421
13	44	520
13	45	1041
13	46	1790
13	47	1001
13	48	255
13	50	540
13	51	2155
13	52	72
13	53	799
13	54	13
13	55	53
13	56	1648
13	57	328
13	58	1565
13	59	858
13	60	623
13	62	6
14	0	607
14	1	32
14	2	6
14	3	15
14	4	12
14	5	62
14	6	882
14	7	210
14	8	135
14	9	40
14	10	53
14	12	392
14	13	480
14	14	285
14	15	6
14	16	21
14	17	236
14	19	38
14	20	418
14	21	160
14	22	60
14	23	12
14	24	394
14	25	154
14	26	255
14	27	345
14	28	203
14	29	85
14	30	141
14	31	137
14	32	1435
14	33	188
14	35	34
14	36	17
14	37	27
14	39	111
14	40	53
14	41	512
14	42	6
14	43	87
14	44	94
14	45	85
14	46	1189
14	47	137
14	48	47
14	50	70
14	51	648
14	52	4
14	53	382
14	55	4
14	56	373
14	57	113
14	58	435
14	59	81
14	60	81
15	0	201
15	1	52
15	2	4
15	3	56
15	4	15
15	5	65
15	6	820
15	7	516
15	8	133
15	9	95
15	10	47
15	12	301
15	13	807
15	14	4
15	15	156
15	16	18
15	17	408
15	18	18
15	19	197
15	20	315
15	21	117
15	22	213
15	23	18
15	24	426
15	25	72
15	26	120
15	27	172
15	28	174
15	29	147
15	30	253
15	31	117
15	32	1267
15	33	138
15	35	36
15	36	18
15	37	40
15	38	4
15	39	113
15	40	90
15	41	702
15	42	9
15	43	170
15	44	81
15	45	165
