126	10484
0	0	863
0	1	8
0	2	71
0	3	253
0	4	727
0	6	251
0	7	22
0	8	619
0	9	385
0	10	2
0	11	207
0	12	580
0	14	2
0	15	2
0	16	4
0	17	430
0	18	812
0	19	150
0	20	12
0	21	101
0	22	16
0	23	434
0	24	146
0	25	79
0	27	270
0	28	2
0	29	42
0	30	140
0	31	444
0	33	119
0	34	329
0	35	4
0	36	284
0	37	207
0	38	4
0	39	117
0	40	152
0	42	14
0	43	4
0	45	18
0	46	2
0	47	4
0	50	188
0	54	42
0	55	2
0	56	42
0	57	2
0	58	2
0	59	87
0	61	532
0	62	639
0	63	140
0	64	197
0	65	190
0	68	379
0	70	4
0	71	420
0	73	2
0	76	846
0	78	48
0	79	2
0	80	85
0	81	170
0	82	6
0	83	85
0	84	64
0	85	491
0	86	385
0	87	69
0	88	62
0	89	101
0	90	775
0	91	12
0	92	209
0	93	404
0	95	113
0	97	194
0	99	885
0	100	14
0	101	4
0	102	203
0	103	99
0	104	160
0	105	107
0	106	12
0	107	2
0	108	6
0	109	517
0	110	2201
0	111	20
0	112	144
0	113	156
0	114	125
0	115	12
0	116	20
0	118	796
0	119	109
0	120	485
0	121	87
0	122	383
0	123	50
0	124	123
1	0	2
1	1	249
1	2	2
1	3	19
1	4	58
1	6	58
1	7	16
1	8	53
1	9	55
1	10	12
1	11	43
1	12	26
1	13	2
1	14	2
1	15	26
1	17	19
1	18	70
1	19	9
1	20	38
1	21	41
1	23	58
1	24	16
1	25	21
1	27	21
1	29	2
1	30	346
1	31	113
1	33	225
1	34	474
1	36	36
1	37	16
1	39	99
1	40	353
1	42	171
1	43	4
1	47	7
1	50	7
1	53	7
1	54	4
1	56	181
1	57	2
1	58	2
1	59	4
1	60	2
1	61	50
1	62	24
1	63	16
1	64	9
1	65	50
1	68	21
1	69	4
1	71	16
1	73	4
1	74	9
1	75	2
1	76	67
1	80	4
1	81	14
1	84	244
1	85	26
1	86	24
1	87	50
1	88	31
1	89	154
1	90	48
1	91	31
1	92	38
1	93	29
1	95	33
1	97	215
1	98	2
1	99	121
1	101	4
1	102	21
1	103	4
1	104	21
1	105	9
1	106	65
1	107	12
1	109	7
1	110	525
1	111	2
1	112	26
1	113	16
1	114	21
1	115	4
1	116	58
1	118	12
1	119	16
1	120	55
1	121	4
1	122	31
1	123	43
1	124	24
2	0	90
2	2	143
2	3	40
2	4	196
2	6	50
2	7	8
2	8	141
2	9	52
2	11	33
2	12	61
2	16	2
2	17	67
2	18	200
2	19	29
2	21	14
2	22	10
2	23	48
2	24	23
2	25	14
2	27	69
