131	11796
0	0	605
0	1	4
0	3	19
0	5	14
0	7	14
0	8	14
0	9	814
0	10	48
0	11	14
0	12	4
0	13	63
0	14	14
0	16	29
0	18	4
0	19	9
0	20	9
0	21	4
0	22	43
0	25	4
0	26	4
0	27	63
0	29	9
0	30	4
0	31	19
0	32	9
0	33	24
0	34	19
0	37	58
0	38	48
0	39	339
0	40	9
0	42	38
0	43	276
0	44	4
0	45	610
0	46	67
0	47	402
0	48	38
0	51	87
0	52	508
0	53	14
0	54	9
0	55	523
0	56	33
0	57	38
0	59	14
0	60	4
0	63	159
0	65	9
0	68	24
0	69	9
0	70	9
0	71	53
0	72	38
0	73	9
0	74	9
0	75	4
0	77	33
0	78	9
0	79	4
0	80	9
0	81	9
0	82	4
0	83	9
0	84	421
0	85	4
0	86	48
0	87	19
0	88	33
0	89	29
0	90	33
0	91	1139
0	93	43
0	94	29
0	96	14
0	97	9
0	98	38
0	101	14
0	102	19
0	104	4
0	105	4
0	106	9
0	107	4
0	108	412
0	110	135
0	111	106
0	113	77
0	114	14
0	115	494
0	119	24
0	121	24
0	122	19
0	123	9
0	124	24
0	128	19
0	129	58
0	130	19
1	9	7
1	11	14
1	22	7
1	37	7
1	42	7
1	43	7
1	45	7
1	48	7
1	51	7
1	52	7
1	57	7
1	63	35
1	68	7
1	71	7
1	76	7
1	84	35
1	89	7
1	91	7
1	113	7
1	115	7
1	128	7
1	129	7
2	81	6
2	85	6
3	0	19
3	2	58
3	3	14263
3	5	24
3	6	223
3	7	106
3	8	567
3	9	131
3	10	407
3	11	179
3	12	92
3	13	145
3	14	155
3	16	72
3	18	67
3	19	810
3	21	97
3	22	67
3	23	4
3	25	19
3	26	14
3	27	101
3	29	24
3	30	58
3	31	189
3	32	67
3	33	72
3	34	43
3	37	101
3	38	106
3	39	140
3	40	58
3	41	276
3	42	150
3	43	63
3	44	363
3	45	131
3	46	97
3	47	38
3	48	266
3	49	4
3	50	14
3	51	359
3	52	82
3	53	19
