158	18978
0	0	7396
0	1	45
0	2	80
0	3	5
0	4	45
0	5	4732
0	6	345
0	7	120
0	8	535
0	9	415
0	10	10
0	11	1757
0	12	896
0	14	200
0	15	25
0	16	80
0	18	5
0	19	215
0	20	115
0	22	80
0	23	325
0	24	145
0	25	40
0	26	135
0	27	170
0	28	15
0	29	145
0	30	440
0	32	2824
0	33	570
0	34	1046
0	35	190
0	36	20
0	37	130
0	38	145
0	39	10
0	40	105
0	41	1512
0	42	30
0	44	976
0	45	255
0	46	45
0	47	80
0	48	180
0	49	220
0	50	45
0	52	145
0	53	150
0	54	415
0	55	1317
0	56	25
0	57	1847
0	58	105
0	59	55
0	60	290
0	61	10
0	62	1362
0	63	80
0	64	430
0	66	330
0	67	300
0	68	135
0	69	5
0	70	55
0	71	10
0	72	255
0	73	150
0	74	415
0	75	150
0	76	706
0	77	355
0	78	10
0	79	160
0	80	490
0	81	30
0	83	75
0	84	265
0	85	15
0	87	135
0	89	25
0	90	60
0	91	55
0	93	5
0	94	5
0	95	60
0	96	15
0	97	70
0	98	3390
0	100	230
0	101	15
0	103	545
0	104	5
0	105	110
0	106	1312
0	107	605
0	108	370
0	109	170
0	110	115
0	111	896
0	113	856
0	114	1191
0	115	135
0	116	115
0	117	190
0	118	40
0	119	65
0	121	275
0	122	65
0	123	721
0	124	30
0	126	95
0	127	200
0	128	10
0	129	1151
0	130	105
0	131	10
0	133	80
0	134	280
0	135	2403
0	136	30
0	137	10
0	138	3135
0	139	1807
0	140	55
0	141	1617
0	142	30
0	143	125
0	144	5
0	146	4542
0	147	15
0	149	160
0	150	100
0	151	90
0	152	205
0	153	5
0	155	786
0	156	75
0	157	2709
1	0	9
1	1	4547
1	2	508
1	3	9
1	4	25
1	5	31
1	6	25
1	7	3
1	8	269
1	9	3
1	10	3
1	11	134
1	12	972
1	13	15
1	14	109
1	15	15
1	16	147
1	19	916
1	20	18
1	22	53
1	23	21
1	24	47
1	25	6
1	26	6
1	27	12
1	28	3
1	29	12
1	30	539
1	31	9
1	32	53
1	33	72
1	34	1716
1	35	40
1	36	47
1	37	125
1	39	386
1	40	34
1	41	78
1	42	555
1	43	18
1	44	433
1	45	552
1	46	31
1	47	433
1	48	21
1	49	524
1	50	43
1	51	43
1	52	40
1	53	357
1	54	467
1	55	34
1	56	31
1	57	2127
1	58	141
1	59	18
1	60	442
1	61	238
1	62	81
1	63	194
1	64	81
1	66	106
1	67	9
1	68	9
1	71	21
1	72	25
1	73	100
1	74	75
1	75	72
1	76	65
1	77	225
1	78	263
1	79	178
1	80	216
1	81	1308
1	83	765
1	84	21
1	85	9
1	86	442
1	87	21
1	90	25
1	91	12
1	92	9
1	93	125
1	94	3
1	95	72
1	97	28
1	98	122
1	99	21
1	100	194
1	101	9
1	103	78
1	104	9
1	105	9
1	106	18
1	107	147
1	108	21
1	109	15
1	110	28
1	111	163
1	113	1198
1	114	15
1	115	53
1	116	6
1	117	273
1	118	25
1	120	3
1	121	21
1	122	18
1	123	25
1	124	18
1	125	15
1	126	3
1	127	31
1	128	6
1	129	28
1	130	112
1	131	3
1	132	9
1	133	18
1	134	25
1	135	37
1	136	15
1	137	6
1	138	2234
1	139	160
1	140	109
1	141	301
1	142	630
1	143	15
1	146	31
1	147	18
1	149	59
1	150	18
1	151	213
1	152	1481
1	153	18
1	155	21
1	156	47
1	157	147
2	0	10
2	1	162
2	2	1068
2	4	24
2	5	26
2	6	18
2	7	4
2	8	206
2	11	84
2	12	1348
2	13	2
2	14	61
2	15	12
2	16	55
2	18	2
2	19	96
2	20	6
2	22	22
2	23	28
2	24	61
2	25	8
2	27	4
2	28	8
2	29	28
2	30	750
2	32	32
2	33	80
2	34	2536
2	35	24
2	36	10
2	37	96
2	38	4
2	39	344
2	40	30
2	41	65
2	42	49
2	44	404
2	45	397
2	46	16
2	47	47
2	48	51
2	49	540
2	50	84
2	51	2
2	52	32
2	53	325
2	54	565
2	55	20
2	56	6
2	57	2489
2	58	84
2	59	10
