45	1904
0	0	21
0	3	98
0	4	32
0	5	10
0	6	10
0	7	98
0	8	120
0	9	98
0	10	10
0	11	32
0	13	32
0	14	21
0	15	10
0	16	21
0	17	10
0	18	21
0	19	65
0	21	54
0	22	43
0	24	262
0	26	21
0	27	10
0	29	54
0	30	153
0	33	76
0	34	21
0	35	196
0	36	54
0	37	76
0	38	21
0	40	32
0	41	10
0	42	21
0	43	76
0	44	43
1	0	2
1	1	485
1	2	20
1	3	143
1	4	24
1	5	125
1	6	28
1	7	51
1	8	526
1	9	75
1	10	49
1	11	59
1	12	12
1	13	96
1	14	20
1	15	38
1	16	12
1	17	22
1	18	16
1	19	348
1	21	340
1	22	51
1	23	168
1	24	106
1	26	270
1	27	364
1	29	57
1	30	1457
1	31	196
1	32	426
1	33	116
1	34	38
1	35	797
1	36	348
1	37	118
1	38	30
1	40	20
1	41	6
1	42	14
1	43	98
1	44	108
2	0	81
2	1	48
2	2	1280
2	3	214
2	4	220
2	5	250
2	6	342
2	7	1663
2	8	3188
2	9	595
2	10	163
2	11	1179
2	12	646
2	13	157
2	14	850
2	15	489
2	16	16
2	17	258
2	18	285
2	19	1530
2	20	5
2	21	646
2	22	298
2	23	10
2	24	932
2	26	1513
2	27	880
2	28	2
2	29	845
2	30	203
2	31	100
2	32	133
2	33	573
2	34	114
2	35	2386
2	36	625
2	37	540
2	38	239
2	39	51
2	40	975
2	41	152
2	42	81
2	43	1935
2	44	1206
3	0	13
3	1	78
3	2	45
3	3	4146
3	4	21
3	5	191
3	6	186
3	7	258
3	8	2384
3	9	121
3	10	208
3	11	171
3	12	73
3	13	158
3	14	97
3	15	238
3	16	369
3	17	221
3	18	62
3	19	1320
3	21	2315
3	22	67
3	23	52
3	24	210
3	26	1072
3	27	1663
3	29	288
3	30	273
3	31	123
3	32	1765
3	33	749
3	34	760
3	35	2725
3	36	638
3	37	382
3	38	43
3	39	13
3	40	201
3	41	17
3	42	97
3	43	838
3	44	682
4	0	254
4	1	109
4	2	682
4	3	142
4	4	1584
4	5	472
4	6	235
4	7	1032
4	8	2588
4	9	1049
4	10	229
4	11	1052
4	12	338
4	13	291
4	14	517
4	15	285
4	16	19
4	17	125
4	18	148
4	19	1715
4	20	22
4	21	786
4	22	979
4	23	39
4	24	3974
4	26	1413
4	27	1231
4	28	5
4	29	612
4	30	347
4	31	176
4	32	165
4	33	414
4	34	81
4	35	3112
4	36	951
4	37	750
4	38	1228
4	39	61
4	40	528
4	41	408
4	42	64
4	43	1259
4	44	1279
5	0	25
5	1	150
5	2	147
5	3	255
5	4	154
5	5	1474
5	6	140
5	7	476
5	8	2826
5	9	302
5	10	434
5	11	469
5	12	143
5	13	455
5	14	161
5	15	223
5	16	30
5	17	192
5	18	70
5	19	1530
5	20	2
5	21	997
5	22	239
5	23	35
5	24	676
5	25	4
5	26	1068
5	27	1192
5	29	314
5	30	305
5	31	171
5	32	288
5	33	429
5	34	117
5	35	3709
5	36	1159
5	37	1401
5	38	110
5	39	14
5	40	225
5	41	35
5	42	105
5	43	819
5	44	889
6	0	11
6	1	23
6	2	150
6	3	246
6	4	19
6	5	114
6	6	1125
6	7	411
6	8	1980
6	9	134
6	10	98
6	11	213
6	12	100
6	13	76
6	14	186
6	15	440
6	16	40
6	17	229
6	18	124
6	19	943
6	21	670
6	22	90
6	23	7
6	24	215
6	26	763
6	27	785
6	28	4
6	29	447
6	30	88
6	31	55
6	32	95
6	33	548
6	34	170
6	35	1491
6	36	316
6	37	246
6	38	28
6	39	33
6	40	177
6	41	21
6	42	138
6	43	2044
6	44	644
7	0	5
7	1	10
7	2	268
7	3	63
7	4	54
7	5	156
7	6	189
7	7	1571
7	8	1302
7	9	224
7	10	112
7	11	545
7	12	304
7	13	90
7	14	359
7	15	400
7	16	5
7	17	137
7	18	186
7	19	669
7	21	318
7	22	106
7	23	2
7	24	287
7	26	617
7	27	477
7	28	2
7	29	515
7	30	98
7	31	16
7	32	60
7	33	340
7	34	38
7	35	1132
7	36	233
7	37	235
7	38	74
7	39	19
7	40	641
7	41	30
7	42	87
7	43	1009
7	44	564
8	0	14
8	1	31
8	2	223
8	3	456
8	4	107
8	5	416
8	6	414
8	7	980
8	8	6649
8	9	367
8	10	610
8	11	544
8	12	208
8	13	166
8	14	242
8	15	595
8	16	71
8	17	500
8	18	181
8	19	2753
8	21	1287
8	22	154
8	23	19
8	24	613
8	26	2167
8	27	1618
8	29	593
8	30	345
8	31	137
8	32	424
8	33	899
8	34	169
8	35	3604
8	36	745
8	37	818
8	38	110
8	39	24
8	40	556
8	41	66
8	42	245
8	43	1802
8	44	1363
9	0	317
9	1	114
9	2	1050
9	3	396
9	4	578
9	5	716
9	6	583
9	7	2813
9	8	5531
9	9	2805
9	10	418
9	11	2539
9	12	719
9	13	382
9	14	1289
9	15	1002
9	16	73
9	17	464
9	18	347
9	19	3245
9	20	13
9	21	1458
9	22	790
9	23	32
9	24	4032
9	25	2
9	26	2731
9	27	1990
9	28	2
9	29	1284
9	30	382
9	31	195
9	32	268
9	33	1042
9	34	219
9	35	5901
9	36	1615
9	37	1648
9	38	529
9	39	62
9	40	1588
9	41	507
9	42	214
9	43	3275
9	44	2183
10	0	7
10	1	59
10	2	107
10	3	186
10	4	82
10	5	276
10	6	139
10	7	435
10	8	2746
10	9	239
10	10	941
10	11	351
10	12	119
10	13	149
10	14	129
10	15	323
10	16	34
10	17	243
10	18	107
10	19	1478
10	21	736
10	22	89
10	23	17
10	24	356
10	25	2
10	26	973
10	27	983
10	29	276
10	30	176
10	31	112
10	32	216
10	33	341
10	34	104
10	35	2830
10	36	694
10	37	851
10	38	47
10	39	12
10	40	248
10	41	19
10	42	129
10	43	756
10	44	679
11	0	209
11	1	79
11	2	1431
11	3	476
11	4	494
11	5	573
11	6	581
11	7	3231
11	8	6248
11	9	1700
11	10	478
11	11	3843
11	12	1014
11	13	376
11	14	1403
11	15	1093
11	16	74
11	17	565
11	18	402
11	19	3185
11	20	5
11	21	1372
11	22	647
11	23	20
11	24	2517
11	25	2
11	26	3431
11	27	1782
11	29	1444
11	30	435
11	31	240
11	32	286
11	33	1157
11	34	212
11	35	5475
11	36	1183
11	37	1144
11	38	422
11	39	79
11	40	2409
11	41	384
11	42	274
11	43	3613
11	44	3070
12	0	25
12	1	25
12	2	438
12	3	131
12	4	86
12	5	117
12	6	181
12	7	1083
12	8	1438
12	9	248
12	10	97
12	11	449
12	12	625
12	13	39
12	14	583
12	15	265
12	16	25
12	17	75
12	18	94
12	19	603
12	21	237
12	22	94
12	23	2
12	24	455
12	25	2
12	26	564
12	27	368
12	29	357
12	30	78
12	31	36
12	32	72
12	33	248
12	34	80
12	35	930
12	36	184
12	37	195
12	38	94
12	39	36
12	40	530
12	41	61
12	42	47
12	43	974
12	44	653
13	0	58
13	1	434
13	2	98
13	3	585
13	4	190
13	5	1309
13	6	188
13	7	392
13	8	3219
13	9	421
13	10	399
13	11	383
13	12	87
13	13	2389
13	14	177
13	15	266
13	16	143
13	17	188
13	18	58
13	19	2280
13	20	4
13	21	1865
13	22	443
13	23	109
13	24	1055
13	25	2
13	26	1396
13	27	2118
13	28	2
13	29	464
13	30	3165
13	31	663
13	32	746
13	33	632
13	34	199
13	35	5811
13	36	1872
13	37	1390
13	38	215
13	39	8
13	40	165
13	41	73
13	42	53
13	43	443
13	44	737
14	0	23
14	1	7
14	2	164
14	3	89
14	4	43
14	5	74
14	6	369
14	7	796
14	8	1371
14	9	146
14	10	120
14	11	272
14	12	241
14	13	38
14	14	529
14	15	349
14	16	20
14	17	190
14	18	143
14	19	647
14	21	236
14	22	84
14	23	2
14	24	261
14	25	2
14	26	662
14	27	390
14	29	487
14	30	43
14	31	12
14	32	33
14	33	241
14	34	74
14	35	963
14	36	195
14	37	159
14	38	48
14	39	59
14	40	295
14	41	12
14	42	46
14	43	1399
14	44	531
15	0	19
15	1	13
15	2	188
15	3	99
15	4	58
15	5	166
15	6	524
15	7	829
15	8	2096
15	9	202
15	10	105
15	11	255
