0	138.122
1	143.363
2	241.31599999999997
3	248.34599999999998
4	7.067
5	20.303
6	28.019000000000002
7	97.303
8	0.865
9	26.671999999999997
10	14.482999999999999
11	23.406
12	172.65400000000002
13	16.471
14	8.22
15	10.571
16	1395.025
17	894.757
18	18.087
19	17.102
20	27.485
21	393.76
22	20.352
23	16.666
24	171.02
25	18.503
26	0.8009999999999999
27	43.381
28	71.112
29	15.075999999999999
30	27.918000000000003
31	28.566999999999997
32	7.27
33	17.668
34	4.881
35	99.976
36	2.992
37	32.129
38	110.23200000000001
39	34.983000000000004
40	10.731
41	160.219
42	29.869
43	17.509
44	27.283
45	28.397
46	124.193
47	29.322
48	15.145999999999999
49	9.829
50	11.908
51	20.208
52	15.056
53	7.06
54	105.47200000000001
55	36.580999999999996
56	169.87
57	10.62
58	78.04
59	10.046
60	13.652999999999999
61	3.487
62	29.491999999999997
63	21.883000000000003
64	13.514000000000001
65	10.700999999999999
66	8.414
67	9.575
68	46.68899999999999
69	1.9169999999999998
70	55.692
71	53.035
72	10.134
73	61.198
74	15.09
75	2.9930000000000003
76	13.982000000000001
77	28.45
78	10.991
79	135.697
80	24.865
81	29.508000000000003
82	10.09
83	25.421999999999997
84	22.651999999999997
85	4.726
86	29.144000000000002
87	5.872999999999999
88	29.393
89	22.563000000000002
90	29.781
91	36.65
92	2.334
93	40.689
94	18.725
95	6.505
96	31.099
97	18.81
98	7.997000000000001
99	4.175
100	4.088
101	9.649
102	16.2
103	7.903
104	10.216000000000001
105	93.196
106	21.059
107	89.90899999999999
108	52.288999999999994
109	38.504
110	10.574000000000002
111	13.056
112	41.167
113	5.697
114	37.326
115	15.732000000000001
116	146.597
117	8.377
118	28.224
119	12.224
120	80.84100000000001
121	17.328
122	30.820999999999998
123	80.684
124	62.89
125	19.784000000000002
126	158.17700000000002
127	0.8290000000000001
128	13.927999999999999
129	12.710999999999999
130	82.023
