121	13370
3	16	755
3	17	653
3	18	45
3	19	55
3	20	481
3	21	2
3	22	19
3	23	12
3	24	321
3	25	14
3	26	292
3	27	2
3	28	810
3	29	33
3	30	198
3	31	96
3	32	21
3	33	60
3	34	404
3	35	65
3	36	29
3	37	488
3	38	534
3	39	225
3	40	53
3	41	9
3	42	578
3	43	133
3	44	4
3	45	31
3	46	12
3	47	159
3	48	922
3	49	12
3	51	118
3	52	406
3	53	193
3	54	9
3	55	118
3	56	16
3	57	382
3	58	7
3	59	14
3	60	65
3	61	2483
3	62	2933
3	63	116
3	64	67
3	65	67
3	66	58
3	67	82
3	68	159
3	69	36
3	70	31
3	71	1137
3	72	48
3	73	4
3	74	643
3	75	31
3	76	9
3	77	624
3	79	585
3	80	951
3	81	45
3	82	31
3	83	873
3	84	205
3	85	442
3	86	677
3	87	43
3	88	38
3	89	205
3	90	79
3	91	38
3	92	21
3	94	53
3	95	12
3	96	423
3	97	45
3	98	26
3	99	87
3	100	14
3	101	152
3	102	48
3	103	84
3	104	79
3	105	450
3	107	1430
3	108	29
3	109	24
3	110	365
3	111	21
3	112	123
3	113	394
3	114	70
3	115	222
3	116	53
3	117	104
3	118	2
3	119	70
3	120	171
4	0	18
4	1	32
4	2	37
4	3	115
4	4	510
4	5	18
4	6	1295
4	7	115
4	8	10
4	10	43
4	12	8
4	13	2
4	14	26
4	15	29
4	16	45
4	17	34
4	18	37
4	19	104
4	20	43
4	22	5
4	23	34
4	24	21
4	26	24
4	28	64
4	29	80
4	30	43
4	31	8
4	32	24
4	33	72
4	34	373
4	35	150
4	36	10
4	37	21
4	38	72
4	39	658
4	40	37
4	41	24
4	42	51
4	43	16
4	44	8
4	46	67
4	47	524
4	48	77
4	51	83
4	52	91
4	53	67
4	54	180
4	55	16
4	56	37
4	57	53
4	58	2
4	59	18
4	60	16
4	61	142
4	62	147
4	63	13
4	64	892
4	65	37
4	66	155
4	67	24
4	68	580
4	69	40
4	70	18
4	71	59
4	72	16
4	73	209
4	74	400
4	75	32
4	76	24
4	77	1204
4	79	424
4	80	457
4	81	8
4	82	112
4	83	75
4	84	18
4	85	32
4	86	37
4	87	29
4	88	45
4	89	24
4	90	2
4	92	21
4	94	21
4	95	72
4	96	10
4	97	43
4	98	115
4	99	26
4	100	8
4	101	303
4	102	228
4	103	5
4	104	5
4	105	26
4	107	26
4	108	2
4	109	13
4	110	29
4	111	244
4	112	26
4	113	387
4	114	40
4	115	34
4	116	18
4	117	48
4	118	2
4	119	212
4	120	16
5	0	209
5	1	29
5	2	107
5	3	87
5	4	19
5	5	3076
5	6	428
5	7	92
5	8	1801
5	9	9
5	10	34
5	12	180
5	13	73
5	14	97
5	15	97
5	16	63
5	17	24
5	18	87
5	19	48
5	20	48
5	21	43
5	22	890
5	23	43
5	24	9
5	25	58
5	26	38
5	27	472
5	28	170
5	29	14
5	30	189
5	31	68
5	32	1971
5	33	53
5	34	233
5	35	141
5	36	822
5	37	9
5	38	48
5	39	306
5	40	24
5	41	53
5	42	73
5	43	92
5	44	68
5	45	9
5	46	24
5	47	155
5	48	121
5	49	1236
5	51	136
5	52	189
5	53	38
5	54	4
5	55	24
5	56	19
5	57	131
5	58	287
5	59	102
5	60	457
5	61	136
5	62	267
5	63	24
5	64	116
5	65	87
5	66	194
5	67	160
5	68	282
5	69	87
5	70	915
5	71	111
5	72	720
5	73	4
5	74	248
5	75	82
5	76	92
5	77	491
5	79	569
5	80	399
5	81	705
5	82	82
5	83	121
5	84	34
5	85	92
5	86	34
5	87	111
5	88	29
5	89	14
5	90	4
5	91	14
5	92	501
5	94	34
5	95	29
5	96	19
5	97	214
5	98	29
5	99	38
5	100	1591
5	101	379
5	102	34
5	103	116
5	104	14
5	105	14
5	107	77
5	108	24
5	109	29
5	110	19
5	111	34
5	112	58
5	113	394
5	114	87
5	115	253
5	116	53
5	117	87
5	118	24
5	119	306
5	120	43
6	0	60
6	1	16
6	2	102
6	3	94
6	4	77
6	5	33
6	6	4792
6	7	288
6	8	19
6	9	2
6	10	146
6	12	11
6	13	11
6	14	30
6	15	116
6	16	83
6	17	47
6	18	263
6	19	407
6	20	63
6	22	8
6	23	49
6	24	38
6	25	8
6	26	33
6	27	5
6	28	163
6	29	313
6	30	177
6	31	41
6	32	55
6	33	238
6	34	1130
6	35	471
6	36	22
6	37	38
6	38	127
6	39	2671
6	40	130
6	41	41
6	42	41
6	43	52
6	44	24
6	45	2
6	46	185
6	47	1671
6	48	130
6	49	19
6	51	282
6	52	238
6	53	291
6	54	94
6	55	27
6	56	88
6	57	105
6	58	8
6	59	44
6	60	55
6	61	216
6	62	415
6	63	8
6	64	1352
6	65	133
6	66	454
6	67	27
6	68	1540
6	69	149
6	70	58
6	71	105
6	72	41
6	73	152
6	74	1191
6	75	63
6	76	2
6	77	4085
6	79	1255
6	80	1931
6	81	49
6	82	191
6	83	135
6	84	44
6	85	83
6	86	41
6	87	85
6	88	199
6	89	19
6	90	2
6	92	58
6	93	2
6	94	49
6	95	113
6	96	19
6	97	146
6	98	315
6	99	22
6	100	24
6	101	1283
6	102	210
6	103	36
6	104	33
6	105	24
6	107	69
6	108	2
6	109	49
6	110	38
6	111	235
6	112	33
6	113	1078
6	114	105
6	115	77
6	116	24
6	117	138
6	118	2
6	119	515
6	120	24
7	0	39
7	1	9
7	2	178
7	3	362
7	4	34
7	5	17
7	6	1211
7	7	1924
7	8	9
7	9	4
7	10	31
7	12	2
7	13	12
7	14	31
7	15	159
7	16	119
7	17	102
7	18	102
7	19	178
7	20	61
7	21	7
7	22	9
7	23	24
7	24	44
7	25	2
7	26	53
7	27	2
7	28	149
7	29	78
7	30	186
7	31	44
7	32	31
7	33	345
7	34	1906
7	35	232
7	36	22
7	37	41
7	38	102
7	39	775
7	40	288
7	41	41
7	42	73
7	43	51
7	44	34
7	45	4
7	46	44
7	47	940
7	48	259
7	49	7
7	51	318
7	52	176
7	53	1108
7	54	34
7	55	36
7	56	66
7	57	75
7	58	9
7	59	31
7	60	58
7	61	648
7	62	937
7	63	12
7	64	328
7	65	181
7	66	254
7	67	41
7	68	526
7	69	137
7	70	36
7	71	168
7	72	41
7	73	34
7	74	1955
7	75	83
7	76	17
7	77	3711
7	79	1094
7	80	2411
7	81	19
7	82	53
7	83	264
7	84	29
7	85	137
7	86	83
7	87	66
7	88	144
7	89	26
7	90	9
7	91	4
7	92	22
7	93	2
7	94	48
7	95	48
7	96	44
7	97	105
7	98	107
7	99	31
7	100	4
7	101	570
7	102	85
7	103	34
7	104	51
7	105	73
7	107	90
7	108	17
7	109	227
7	110	46
7	111	80
7	112	102
7	113	988
7	114	161
7	115	115
7	116	34
7	117	186
7	118	2
7	119	335
7	120	78
8	0	236
8	1	26
8	2	140
8	3	113
8	4	17
8	5	2736
8	6	591
8	7	100
8	8	4536
8	9	13
8	10	52
8	12	223
8	13	61
8	14	135
8	15	197
8	16	48
8	17	26
8	18	74
8	19	91
8	20	74
8	21	39
8	22	1856
8	23	83
8	24	17
8	25	61
8	26	56
8	27	538
8	28	271
8	29	56
8	30	271
8	31	140
8	32	1795
8	33	83
8	34	236
8	35	232
8	36	1506
8	37	56
8	38	65
8	39	402
8	40	8
8	41	126
8	42	78
8	43	113
8	44	87
8	45	13
8	46	21
8	47	170
8	48	236
8	49	2197
8	51	210
8	52	201
8	53	48
8	54	30
8	55	48
8	56	21
8	57	96
8	58	389
8	59	183
8	60	591
8	61	162
8	62	354
8	63	35
8	64	144
8	65	113
8	66	223
8	67	210
8	68	284
8	69	126
8	70	936
8	71	157
8	72	643
8	73	8
8	74	424
8	75	175
8	76	109
8	77	542
8	79	709
8	80	608
8	81	871
8	82	113
8	83	118
8	84	43
8	85	70
8	86	21
8	87	140
8	88	52
8	89	30
8	90	4
8	91	17
8	92	893
8	94	43
8	95	39
8	96	30
8	97	490
8	98	43
8	99	70
8	100	3375
8	101	433
8	102	70
8	103	91
8	104	39
8	105	21
8	107	118
8	108	78
8	109	17
8	110	48
8	111	21
8	112	91
8	113	481
8	114	91
8	115	253
8	116	48
8	117	109
8	118	105
8	119	315
8	120	100
9	0	8
9	1	74
9	2	173
9	3	27
9	5	11
9	6	46
9	7	22
9	8	5
9	9	179
9	10	8
9	12	5
9	13	2
9	14	19
9	15	190
9	16	22
9	17	16
9	18	11
9	19	2
9	20	46
9	23	2
9	24	5
9	25	52
9	26	24
9	27	2
9	28	149
9	29	5
9	30	364
9	31	195
9	32	30
9	33	19
9	34	49
9	35	27
9	36	44
9	37	13
9	38	27
9	39	44
9	40	11
9	41	8
9	42	35
9	43	165
9	45	2
9	46	2
9	47	24
9	48	218
9	51	69
9	52	198
9	53	13
9	54	2
9	55	16
9	57	66
9	59	5
9	60	193
9	61	69
9	62	190
9	63	8
9	64	5
9	65	57
9	66	16
9	67	320
9	68	30
9	69	44
9	70	66
9	71	115
9	72	115
9	73	2
9	74	143
9	75	24
9	76	2
9	77	82
9	78	8
9	79	195
9	80	242
9	81	143
9	82	5
9	83	96
9	84	13
9	85	99
9	86	2
9	87	13
9	88	13
9	89	13
9	91	8
9	92	35
9	93	2
9	94	49
9	95	2
9	96	5
9	97	11
9	99	96
9	100	2
9	101	44
9	102	2
9	103	245
9	104	74
9	105	19
9	107	378
9	108	38
9	109	2
9	110	16
9	112	226
9	113	107
9	114	88
9	115	322
9	116	248
9	117	33
9	119	22
9	120	69
10	0	30
10	1	3
10	2	24
10	3	27
10	4	36
10	6	817
10	7	61
10	8	9
10	9	3
10	10	399
10	12	6
10	13	3
10	14	15
10	15	30
10	16	15
10	17	12
10	18	104
10	19	289
10	20	18
10	21	6
10	22	3
10	23	36
10	24	21
10	26	18
10	27	3
10	28	27
10	29	313
10	30	43
10	31	3
10	32	12
10	33	119
10	34	279
10	35	261
10	36	18
10	37	6
10	38	12
10	39	796
10	40	18
10	41	27
10	42	18
10	43	9
10	44	21
10	46	101
10	47	402
10	48	27
10	51	104
10	52	55
10	53	98
10	54	12
10	55	3
10	56	24
10	57	24
10	59	73
10	60	24
10	61	36
10	62	89
10	63	3
10	64	187
10	65	43
10	66	184
10	67	21
10	68	451
10	69	36
10	70	24
10	71	24
10	72	9
10	73	52
10	74	215
10	75	24
10	76	64
10	77	916
10	79	365
10	80	378
10	81	15
10	82	289
10	83	33
10	85	12
10	87	49
10	88	83
10	89	12
10	90	3
10	91	6
10	92	33
10	94	15
10	95	70
10	96	3
10	97	79
10	98	89
10	99	6
10	100	3
10	101	470
10	102	24
10	103	15
10	104	3
10	107	18
10	108	3
10	109	12
10	110	6
10	111	12
10	112	3
10	113	332
10	114	39
10	115	27
10	116	6
10	117	46
10	119	184
10	120	9
11	1	4
11	6	2
11	8	2
11	16	2
11	26	2
11	28	2
11	37	4
11	42	4
11	48	4
11	52	7
11	55	7
11	57	7
11	60	2
11	61	9
11	62	7
11	63	7
11	71	2
11	74	2
11	77	2
11	79	4
11	80	7
11	83	4
11	84	4
11	86	2
11	96	2
11	99	2
11	104	4
11	107	16
11	110	9
11	112	2
11	115	2
12	0	75
12	1	49
12	2	58
12	3	29
12	5	215
12	6	189
12	7	29
12	8	125
12	9	8
12	10	5
12	12	489
12	13	17
12	14	148
12	15	78
12	16	34
12	17	5
12	18	17
12	19	34
12	20	40
12	21	26
12	22	119
12	23	32
12	24	8
12	25	122
12	26	14
12	27	34
12	28	78
12	29	17
12	30	209
12	31	93
12	32	867
12	33	43
12	34	78
12	35	110
12	36	922
12	37	8
12	38	20
12	39	93
12	40	5
12	41	40
12	42	37
12	43	69
12	44	20
12	45	2
12	46	2
12	47	93
12	48	145
12	49	101
12	51	160
12	52	145
12	53	34
12	54	5
12	55	8
12	56	20
12	57	49
12	58	136
12	59	29
12	60	355
12	61	46
12	62	130
12	63	8
12	64	17
12	65	49
12	66	113
12	67	224
12	68	98
12	69	55
12	70	550
12	71	58
12	72	323
12	73	14
12	74	157
12	75	119
12	76	8
12	77	299
12	79	294
12	80	270
12	81	582
12	82	26
12	83	78
12	84	17
12	85	72
12	86	8
12	87	96
12	88	49
12	89	5
12	90	2
12	92	1109
12	94	26
12	95	23
12	96	20
12	97	104
12	98	11
12	99	29
12	100	180
12	101	163
12	102	14
12	103	139
12	104	23
12	105	14
12	107	96
12	108	66
12	109	2
12	110	17
12	111	2
12	112	87
12	113	212
12	114	130
12	115	101
12	116	32
12	117	37
12	118	23
12	119	119
12	120	52
13	0	105
13	1	5
13	2	42
13	3	40
13	4	7
13	5	35
13	6	570
13	7	55
13	8	40
13	10	60
13	12	5
13	13	400
13	14	27
13	15	30
13	16	35
13	17	15
13	18	105
13	19	192
13	20	15
13	21	32
13	22	35
13	23	167
13	24	10
13	25	5
13	26	10
13	27	7
13	28	42
13	29	67
13	30	77
13	31	20
13	32	20
13	33	302
13	34	190
13	35	377
13	36	225
13	37	12
13	38	17
13	39	598
13	40	22
13	41	70
13	42	15
13	43	22
13	44	217
13	46	37
13	47	325
13	48	45
13	49	27
13	51	252
13	52	55
13	53	27
13	54	7
13	55	5
13	56	15
13	57	22
13	58	20
13	59	275
13	60	75
13	61	65
13	62	100
13	63	2
13	64	65
13	65	35
13	66	418
13	67	22
13	68	225
13	69	90
13	70	37
13	71	62
13	72	47
13	73	15
13	74	250
13	75	105
13	76	125
13	77	1224
13	79	410
13	80	558
13	81	62
13	82	95
13	83	32
13	84	10
13	85	17
13	86	20
13	87	137
13	88	42
13	89	2
13	91	5
13	92	793
13	94	15
13	95	20
13	96	10
13	97	973
13	98	35
13	99	20
13	100	32
13	101	705
13	102	15
13	103	12
13	104	7
13	105	5
13	107	22
13	108	7
13	109	5
13	110	22
13	111	10
13	112	10
13	113	393
13	114	45
13	115	25
13	116	7
13	117	32
13	118	17
13	119	901
13	120	17
14	0	173
14	1	29
14	2	210
14	3	55
14	4	2
14	5	45
14	6	428
14	7	109
14	8	29
14	9	26
14	10	31
14	12	23
14	13	13
14	14	1083
14	15	189
14	16	58
14	17	18
14	18	85
14	19	114
14	20	85
14	21	15
14	22	34
14	23	42
14	24	15
14	25	31
14	26	37
14	27	10
14	28	173
14	29	42
14	30	623
14	31	135
14	32	61
14	33	154
14	34	439
14	35	194
14	36	135
14	37	23
14	38	39
14	39	473
14	40	26
14	41	138
14	42	39
14	43	202
14	44	31
14	45	5
14	46	2
14	47	351
14	48	213
14	49	15
14	51	596
14	52	292
14	53	154
14	54	10
14	55	50
14	56	21
14	57	77
14	58	15
14	59	29
14	60	543
14	61	205
14	62	561
14	63	10
14	64	85
14	65	471
14	66	332
14	67	215
14	68	154
14	69	276
14	70	167
14	71	167
14	72	135
14	73	13
14	74	631
14	75	348
14	76	21
14	77	1653
14	78	2
14	79	1373
14	80	1286
14	81	199
14	82	45
14	83	202
14	84	34
14	85	135
14	86	29
14	87	244
14	88	95
14	89	7
14	90	2
14	91	15
14	92	394
14	94	93
14	95	15
14	96	18
14	97	143
14	98	42
14	99	106
14	100	63
14	101	569
14	102	29
14	103	157
14	104	31
14	105	29
14	107	170
14	108	37
14	109	10
14	110	26
14	111	10
14	112	197
14	113	862
14	114	609
14	115	223
14	116	79
14	117	234
14	118	7
14	119	330
14	120	66
15	0	12
15	1	119
15	2	482
15	3	124
15	4	2
15	5	7
15	6	106
15	7	47
15	8	27
15	9	7
15	10	2
15	11	2
15	12	7
15	14	22
15	15	1233
15	16	92
15	17	34
15	18	7
15	19	27
15	20	149
15	23	19
15	24	37
15	25	4
15	26	92
15	27	2
15	28	405
15	29	2
15	30	295
15	31	134
15	32	4
15	33	14
15	34	87
15	35	14
15	36	17
15	37	62
15	38	104
15	39	87
15	40	12
15	41	14
15	42	96
15	43	355
15	45	12
15	46	4
15	47	34
15	48	494
15	49	9
15	51	49
15	52	813
15	53	42
15	54	2
15	55	121
15	56	4
15	57	253
15	59	9
15	60	39
15	61	231
15	62	499
15	63	27
15	64	17
15	65	84
15	66	44
15	67	106
15	68	64
15	69	17
15	70	39
15	71	315
15	72	24
15	73	2
15	74	189
15	75	7
15	76	7
15	77	161
15	78	4
15	79	310
15	80	323
15	81	44
15	82	17
15	83	338
15	84	119
15	85	460
15	86	62
15	87	24
15	88	12
15	89	22
15	90	7
15	91	14
15	92	14
15	93	2
15	94	39
15	95	12
15	96	37
15	97	14
15	98	9
15	99	154
15	100	7
15	101	116
15	102	14
15	103	226
15	104	410
15	105	17
15	107	835
15	108	22
15	109	2
15	110	44
15	111	2
15	112	263
15	113	171
15	114	64
15	115	330
15	116	54
15	117	69
15	119	22
15	120	425
16	0	11
16	1	146
16	2	291
16	3	893
16	4	4
16	5	21
16	6	282
16	7	189
16	8	21
16	9	4
16	10	16
16	11	2
16	12	16
16	13	2
16	14	11
16	15	232
16	16	2181
16	17	414
16	18	30
16	19	40
16	20	438
16	21	2
16	22	4
16	23	21
16	24	554
16	25	16
16	26	270
16	27	2
16	28	839
16	29	28
16	30	135
16	31	66
16	32	21
16	33	158
16	34	234
16	35	66
16	36	21
16	37	609
16	38	651
16	39	199
16	40	45
16	42	1012
16	43	61
16	44	4
16	45	49
16	46	9
16	47	165
16	48	1005
16	49	16
16	51	120
16	52	398
16	53	142
16	54	21
16	55	104
16	56	14
16	57	419
16	58	2
16	59	16
16	60	45
16	61	2643
16	62	1896
16	63	170
16	64	52
16	65	52
16	66	37
16	67	52
16	68	154
16	69	37
16	70	16
16	71	1268
16	72	40
16	73	23
16	74	478
16	75	7
16	76	11
16	77	462
16	79	355
16	80	779
16	81	30
16	82	35
16	83	829
16	84	270
16	85	393
16	86	1009
16	87	23
16	88	52
16	89	467
16	90	99
16	91	56
16	92	11
16	94	33
16	95	4
16	96	519
16	97	23
16	98	33
16	99	49
16	100	11
16	101	139
16	102	30
16	103	80
16	104	90
16	105	490
16	107	1775
16	108	11
16	109	16
16	110	941
16	111	7
16	112	97
16	113	272
16	114	78
16	115	104
16	116	18
16	117	64
16	118	4
16	119	82
16	120	189
17	0	22
17	1	71
17	2	195
17	3	991
17	4	2
17	5	22
17	6	249
17	7	173
17	8	12
17	9	4
17	10	4
17	11	2
17	12	9
17	14	19
17	15	153
17	16	714
17	17	1053
17	18	42
17	19	61
17	20	314
17	22	4
17	23	2
17	24	212
17	25	9
17	26	197
17	28	435
17	29	19
17	30	123
17	31	32
17	32	24
17	33	145
17	34	338
17	35	51
17	36	12
17	37	452
17	38	304
17	39	192
17	40	24
17	41	7
17	42	467
17	43	49
17	44	4
17	45	12
17	46	14
17	47	121
17	48	690
17	49	2
17	51	98
17	52	314
17	53	98
17	54	9
17	55	61
17	56	9
17	57	274
17	58	4
17	59	14
17	60	32
17	61	2908
17	62	2144
17	63	81
17	64	91
17	65	46
17	66	54
17	67	71
17	68	148
17	69	56
17	70	37
17	71	660
17	72	64
17	73	7
17	74	561
17	75	14
17	76	9
17	77	610
17	78	4
17	79	383
17	80	885
17	81	32
17	82	12
17	83	559
17	84	133
17	85	267
17	86	801
17	87	17
17	88	32
17	89	242
17	90	98
17	91	29
17	92	9
17	94	4
17	95	12
17	96	254
17	97	39
17	98	37
17	99	46
17	100	14
17	101	108
17	102	37
17	103	51
17	104	61
17	105	608
17	106	2
17	107	1123
17	108	9
17	109	12
17	110	289
17	111	4
17	112	61
17	113	316
17	114	66
17	115	121
17	116	46
17	117	81
17	118	2
17	119	59
17	120	118
18	0	69
18	1	17
18	2	87
18	3	143
18	4	28
18	5	20
18	6	1682
18	7	336
18	8	30
18	9	10
18	10	82
18	12	10
18	13	28
18	14	100
18	15	112
18	16	112
18	17	35
18	18	1304
18	19	529
18	20	51
18	21	10
18	22	5
18	23	87
18	24	43
18	25	7
18	26	41
18	27	10
18	28	123
18	29	174
18	30	233
18	31	77
18	32	17
18	33	562
18	34	1358
18	35	390
18	36	30
18	37	56
18	38	74
18	39	1735
18	40	69
18	41	110
18	42	51
18	43	53
18	44	51
18	45	10
18	46	95
18	47	1340
18	48	146
18	49	5
18	51	721
18	52	202
18	53	392
18	54	41
18	55	28
18	56	43
18	57	112
18	58	15
18	59	25
18	60	102
18	61	220
18	62	392
18	63	12
18	64	326
18	65	303
18	66	747
18	67	61
18	68	667
18	69	336
18	70	59
18	71	130
18	72	82
18	73	53
18	74	1507
18	75	169
18	76	23
18	77	4021
18	79	2306
18	80	2732
18	81	59
18	82	133
18	83	115
18	84	41
18	85	107
18	86	53
18	87	190
18	88	559
18	89	25
18	90	2
18	91	7
18	92	69
18	94	102
18	95	66
18	96	12
18	97	166
18	98	205
18	99	35
18	100	35
18	101	1997
18	102	43
18	103	69
18	104	28
18	105	25
18	107	97
18	108	25
18	109	59
18	110	46
18	111	46
18	112	77
18	113	2085
18	114	213
18	115	125
18	116	15
18	117	323
18	118	15
18	119	539
18	120	46
19	0	120
19	1	21
19	2	125
19	3	115
19	4	40
19	5	16
19	6	2371
19	7	377
19	8	26
19	9	8
19	10	230
19	12	13
19	13	37
19	14	66
19	15	91
19	16	93
19	17	45
19	18	449
19	19	2615
19	20	34
19	21	2
19	22	16
19	23	74
19	24	32
19	25	13
19	26	40
19	27	5
19	28	115
19	29	297
19	30	203
19	31	72
19	32	29
19	33	1391
19	34	1161
19	35	995
19	36	80
19	37	48
19	38	40
19	39	3188
19	40	48
19	41	64
19	42	56
19	43	74
19	44	109
19	45	10
19	46	96
19	47	1434
19	48	155
19	49	10
19	51	631
19	52	315
19	53	267
19	54	26
19	55	21
19	56	85
19	57	107
19	58	5
19	59	93
19	60	88
19	61	254
19	62	347
19	63	16
19	64	492
19	65	251
19	66	1129
19	67	72
19	68	896
19	69	275
19	70	64
19	71	109
19	72	56
19	73	72
19	74	1485
19	75	101
19	76	24
19	77	3991
19	79	1879
19	80	2387
19	81	50
19	82	179
19	83	109
19	84	18
19	85	147
19	86	72
19	87	238
19	88	329
19	89	24
19	90	2
19	91	13
19	92	91
19	93	5
19	94	88
19	95	91
19	96	24
19	97	254
19	98	246
19	99	24
19	100	32
19	101	3466
19	102	72
19	103	69
19	104	29
19	105	53
19	107	64
19	108	13
19	109	34
19	110	34
19	111	96
19	112	48
19	113	1560
19	114	214
19	115	85
19	116	18
19	117	224
19	118	24
19	119	910
19	120	56
20	0	7
20	1	264
20	2	217
20	3	296
20	4	2
20	5	10
20	6	111
20	7	58
20	8	13
20	9	7
20	10	5
20	12	5
20	13	5
20	14	13
20	15	275
20	16	325
20	17	103
20	18	18
20	19	29
20	20	967
20	21	2
20	22	10
20	23	2
20	24	105
20	25	10
20	26	267
20	28	1017
20	29	13
20	30	124
20	31	74
20	32	7
20	33	37
20	34	98
20	35	26
20	36	13
20	37	211
20	38	416
20	39	74
20	40	26
20	41	7
20	42	381
20	43	124
20	45	42
20	46	7
20	47	34
20	48	800
20	51	39
20	52	567
20	53	37
20	54	5
20	55	174
20	56	5
20	57	522
20	58	2
20	59	2
20	60	31
20	61	683
20	62	975
20	63	280
20	64	21
20	65	39
20	66	18
20	67	34
20	68	87
20	69	23
20	70	15
20	71	869
20	72	26
20	73	2
20	74	164
20	75	15
20	76	5
20	77	137
20	78	2
20	79	219
20	80	339
20	81	29
20	82	18
20	83	532
20	84	596
20	85	365
20	86	241
20	87	5
20	88	7
20	89	119
20	90	18
20	91	113
20	92	7
20	93	2
20	94	13
20	95	7
20	96	214
20	97	26
20	98	15
20	99	55
20	100	7
20	101	82
20	102	21
20	103	34
20	104	116
20	105	116
20	107	1417
20	108	10
20	109	5
20	110	262
20	111	5
20	112	76
20	113	158
20	114	21
20	115	116
20	116	10
20	117	31
20	119	39
20	120	177
21	0	19
21	2	31
21	3	3
21	5	15
21	6	157
21	7	31
