0	83.704
1	19.349
2	54.693999999999996
3	3.977
4	2.372
5	35.632
6	0.092
7	1.391
8	13.49
9	46.687
10	1.002
11	20.244
12	3.589
13	29.144000000000002
14	8.992
15	29.925
16	18.098
17	4.11
18	22.119
19	1.546
20	0.278
21	16.862000000000002
22	12.338
23	0.201
24	0.381
25	89.06700000000001
26	0.213
27	124.965
28	96.094
29	28.878
30	35.071999999999996
31	8.811
32	20.933000000000003
33	24.773000000000003
34	86.679
35	59.381
36	23.289
37	34.911
38	34.861999999999995
39	161.887
40	5.073
41	16.854
42	0.621
43	26.48
44	6.801
45	29.956
46	20.017
47	10.062000000000001
48	0.987
49	0.444
50	2.51
51	1.476
52	45.193000000000005
53	0.33799999999999997
54	4.293
55	79.835
56	9.338
57	31.789
58	26.543000000000003
59	0.049
60	0.188
61	0.579
62	50.218
63	0.402
64	4.716
65	51.857
66	78.84
67	8.993
68	0.157
69	1.494
70	24.669
71	59.531000000000006
72	35.743
73	3.083
74	7.367999999999999
75	0.713
76	24.838
77	3.003
78	12.267999999999999
79	60.513999999999996
80	112.81
81	12.937000000000001
82	57.297
83	6.23
84	71.685
85	0.29100000000000004
86	31.416999999999998
87	6.736000000000001
88	0.461
89	0.02
90	2.039
91	30.267
92	2.508
93	102.98899999999999
94	0.345
95	25.396
96	19.59
97	8.367
98	60.24100000000001
99	66.046
